customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
C-ADV-00434,1,17,1125.95,5,3,3,11,Loyal Customers
C-ADV-00435,31,19,624.51,3,4,2,9,Loyal Customers
C-ADV-00436,6,12,263.73,5,2,1,8,Promising (New)
C-ADV-00437,54,9,444.66,2,1,2,5,Hibernating
C-ADV-00438,43,6,77.83,2,1,1,4,Hibernating
C-ADV-00439,24,45,4011.15,3,5,5,13,Loyal Customers
C-ADV-00440,1,12,2029.83,5,2,4,11,Promising (New)
C-ADV-00441,33,13,12740.55,2,2,5,9,Hibernating
C-ADV-00442,6,9,729.82,5,1,2,8,Promising (New)
C-ADV-00443,79,11,1862.6100000000001,1,2,4,7,Hibernating
C-ADV-00444,49,13,380.55,2,2,1,5,Hibernating
C-ADV-00445,3,34,1078.28,5,5,3,13,Champions
C-ADV-00446,75,29,1406.85,1,5,4,10,At Risk (Big Spenders)
C-ADV-00447,35,22,751.41,2,4,3,9,At Risk (Big Spenders)
C-ADV-00448,7,35,4113.08,5,5,5,15,Champions
C-ADV-00449,44,10,932.35,2,2,3,7,Hibernating
C-ADV-00450,16,19,1929.82,4,4,4,12,Champions
C-ADV-00451,64,24,162.48,1,4,1,6,At Risk (Big Spenders)
C-ADV-00452,13,13,3147.22,4,2,5,11,Promising (New)
C-ADV-00453,13,10,214.96,4,2,1,7,Promising (New)
C-ADV-00454,43,15,432.84000000000003,2,3,2,7,Others
C-ADV-00455,2,18,3513.37,5,3,5,13,Loyal Customers
C-ADV-00456,2,31,940.21,5,5,3,13,Champions
C-ADV-00457,208,7,166.54,1,1,1,3,Hibernating
C-ADV-00458,36,8,372.34,2,1,1,4,Hibernating
C-ADV-00459,134,2,232.54000000000002,1,1,1,3,Hibernating
C-ADV-00460,45,21,3994.02,2,4,5,11,At Risk (Big Spenders)
C-ADV-00461,14,12,684.99,4,2,2,8,Promising (New)
C-ADV-00462,138,11,2282.98,1,2,4,7,Hibernating
C-ADV-00463,34,14,200.35999999999999,2,2,1,5,Hibernating
C-ADV-00464,58,33,4252.33,2,5,5,12,At Risk (Big Spenders)
C-ADV-00465,3,32,1011.5799999999999,5,5,3,13,Champions
C-ADV-00466,30,13,517.03,3,2,2,7,Others
C-ADV-00467,17,14,1169.36,4,2,3,9,Promising (New)
C-ADV-00468,3,16,1282.53,5,3,3,11,Loyal Customers
C-ADV-00469,21,14,1235.53,3,2,3,8,Others
C-ADV-00470,61,4,452.27,2,1,2,5,Hibernating
C-ADV-00471,16,10,622.24,4,2,2,8,Promising (New)
C-ADV-00472,192,11,716.7,1,2,2,5,Hibernating
C-ADV-00473,79,8,442.55,1,1,2,4,Hibernating
C-ADV-00474,8,43,2498.37,5,5,4,14,Champions
C-ADV-00475,8,7,677.7,5,1,2,8,Promising (New)
C-ADV-00476,51,13,447.01,2,2,2,6,Hibernating
C-ADV-00477,14,15,933.62,4,3,3,10,Loyal Customers
C-ADV-00478,56,21,6053.62,2,4,5,11,At Risk (Big Spenders)
C-ADV-00479,7,17,1995.8600000000001,5,3,4,12,Loyal Customers
C-ADV-00480,4,23,756.81,5,4,3,12,Champions
C-ADV-00481,18,9,684.91,3,1,2,6,Others
C-ADV-00482,5,20,711.42,5,4,2,11,Champions
C-ADV-00483,44,5,1283.02,2,1,3,6,Hibernating
C-ADV-00484,5,17,3864.7200000000003,5,3,5,13,Loyal Customers
C-ADV-00485,2,24,4237.25,5,4,5,14,Champions
C-ADV-00486,12,14,207.3,4,2,1,7,Promising (New)
C-ADV-00487,19,17,2327.82,3,3,4,10,Loyal Customers
C-ADV-00488,100,5,172.29,1,1,1,3,Hibernating
C-ADV-00489,18,25,4066.6,3,5,5,13,Loyal Customers
C-ADV-00490,16,38,1486.82,4,5,4,13,Champions
C-ADV-00491,37,25,2329.82,2,5,4,11,At Risk (Big Spenders)
C-ADV-00492,79,11,268.16,1,2,1,4,Hibernating
C-ADV-00493,19,33,3132.73,3,5,5,13,Loyal Customers
C-ADV-00494,8,27,669.61,5,5,2,12,Champions
C-ADV-00495,32,26,307.23,2,5,1,8,At Risk (Big Spenders)
C-ADV-00496,173,11,1523.0,1,2,4,7,Hibernating
C-ADV-00497,28,22,741.92,3,4,2,9,Loyal Customers
C-ADV-00498,7,31,2906.14,5,5,5,15,Champions
C-ADV-00499,36,7,841.84,2,1,3,6,Hibernating
C-ADV-00500,350,7,1078.41,1,1,3,5,Hibernating
C-ADV-00501,20,29,4961.8,3,5,5,13,Loyal Customers
C-ADV-00502,1,23,1019.61,5,4,3,12,Champions
C-ADV-00503,29,26,577.06,3,5,2,10,Loyal Customers
C-ADV-00504,2,20,123.22,5,4,1,10,Champions
C-ADV-00505,57,13,2446.9700000000003,2,2,4,8,Hibernating
C-ADV-00506,11,15,1342.47,4,3,4,11,Loyal Customers
C-ADV-00507,29,27,1015.48,3,5,3,11,Loyal Customers
C-ADV-00508,23,13,265.91,3,2,1,6,Others
C-ADV-00509,28,16,436.11,3,3,2,8,Loyal Customers
C-ADV-00510,8,16,3248.3,5,3,5,13,Loyal Customers
C-ADV-00511,26,30,2318.99,3,5,4,12,Loyal Customers
C-ADV-00512,36,14,3670.75,2,2,5,9,Hibernating
C-ADV-00513,75,10,112.31,1,2,1,4,Hibernating
C-ADV-00514,25,13,3998.25,3,2,5,10,Others
C-ADV-00515,3,29,467.36,5,5,2,12,Champions
C-ADV-00516,67,14,242.9,1,2,1,4,Hibernating
C-ADV-00517,3,19,496.84999999999997,5,4,2,11,Champions
C-ADV-00518,237,6,173.87,1,1,1,3,Hibernating
C-ADV-00519,4,17,434.03,5,3,2,10,Loyal Customers
C-ADV-00520,9,17,1239.58,4,3,3,10,Loyal Customers
C-ADV-00521,139,9,2702.86,1,1,5,7,Hibernating
C-ADV-00522,12,20,2803.87,4,4,5,13,Champions
C-ADV-00523,71,5,429.1,1,1,2,4,Hibernating
C-ADV-00524,57,22,1695.45,2,4,4,10,At Risk (Big Spenders)
C-ADV-00525,9,10,657.49,4,2,2,8,Promising (New)
C-ADV-00526,15,14,440.38,4,2,2,8,Promising (New)
C-ADV-00527,34,13,2047.98,2,2,4,8,Hibernating
C-ADV-00528,8,31,11295.76,5,5,5,15,Champions
C-ADV-00529,17,30,2516.38,4,5,4,13,Champions
C-ADV-00530,3,15,501.99,5,3,2,10,Loyal Customers
C-ADV-00531,69,10,357.17,1,2,1,4,Hibernating
C-ADV-00532,33,25,2481.25,2,5,4,11,At Risk (Big Spenders)
C-ADV-00533,49,18,2708.38,2,3,5,10,Others
C-ADV-00534,4,24,1395.07,5,4,4,13,Champions
C-ADV-00535,22,9,7139.889999999999,3,1,5,9,Others
C-ADV-00536,19,23,12396.24,3,4,5,12,Loyal Customers
C-ADV-00537,33,13,4988.99,2,2,5,9,Hibernating
C-ADV-00538,27,17,679.75,3,3,2,8,Loyal Customers
C-ADV-00539,37,3,32.64,2,1,1,4,Hibernating
C-ADV-00540,7,23,9515.14,5,4,5,14,Champions
C-ADV-00541,133,8,440.61,1,1,2,4,Hibernating
C-ADV-00542,1,26,799.77,5,5,3,13,Champions
C-ADV-00543,5,23,701.95,5,4,2,11,Champions
C-ADV-00544,1,5,106.44,5,1,1,7,Promising (New)
C-ADV-00545,18,22,2027.23,3,4,4,11,Loyal Customers
C-ADV-00546,1,22,4345.01,5,4,5,14,Champions
C-ADV-00547,99,2,101.57,1,1,1,3,Hibernating
C-ADV-00548,32,15,326.03,2,3,1,6,Others
C-ADV-00549,18,18,602.11,3,3,2,8,Loyal Customers
C-ADV-00550,61,12,528.84,2,2,2,6,Hibernating
C-ADV-00551,47,20,1022.22,2,4,3,9,At Risk (Big Spenders)
C-ADV-00552,12,6,199.2,4,1,1,6,Promising (New)
C-ADV-00553,27,7,4462.0,3,1,5,9,Others
C-ADV-00554,36,39,2867.92,2,5,5,12,At Risk (Big Spenders)
C-ADV-00555,180,5,1030.4,1,1,3,5,Hibernating
C-ADV-00556,1,22,2379.17,5,4,4,13,Champions
C-ADV-00557,78,10,511.90000000000003,1,2,2,5,Hibernating
C-ADV-00558,181,2,147.54,1,1,1,3,Hibernating
C-ADV-00559,9,7,1209.3,4,1,3,8,Promising (New)
C-ADV-00560,17,24,184.98,4,4,1,9,Champions
C-ADV-00561,19,22,1218.25,3,4,3,10,Loyal Customers
C-ADV-00562,15,12,618.97,4,2,2,8,Promising (New)
C-ADV-00563,15,29,2678.84,4,5,4,13,Champions
C-ADV-00564,17,10,189.22,4,2,1,7,Promising (New)
C-ADV-00565,11,14,734.99,4,2,2,8,Promising (New)
C-ADV-00566,7,33,1736.76,5,5,4,14,Champions
C-ADV-00567,24,27,3379.92,3,5,5,13,Loyal Customers
C-ADV-00568,14,24,573.62,4,4,2,10,Champions
C-ADV-00569,24,13,1769.49,3,2,4,9,Others
C-ADV-00570,66,17,1730.96,1,3,4,8,Others
C-ADV-00571,22,28,4665.56,3,5,5,13,Loyal Customers
C-ADV-00572,13,21,751.18,4,4,2,10,Champions
C-ADV-00573,36,10,159.72,2,2,1,5,Hibernating
C-ADV-00574,31,7,1231.6,3,1,3,7,Others
C-ADV-00575,20,18,2492.63,3,3,4,10,Loyal Customers
C-ADV-00576,12,17,560.45,4,3,2,9,Loyal Customers
C-ADV-00577,5,10,158.03,5,2,1,8,Promising (New)
C-ADV-00578,30,20,483.82,3,4,2,9,Loyal Customers
C-ADV-00579,17,27,390.22,4,5,2,11,Champions
C-ADV-00580,93,5,713.13,1,1,2,4,Hibernating
C-ADV-00581,4,13,1277.62,5,2,3,10,Promising (New)
C-ADV-00582,125,13,2711.5,1,2,5,8,Hibernating
C-ADV-00583,25,16,855.84,3,3,3,9,Loyal Customers
C-ADV-00584,19,27,561.05,3,5,2,10,Loyal Customers
C-ADV-00585,60,16,3957.92,2,3,5,10,Others
C-ADV-00586,29,14,5024.68,3,2,5,10,Others
C-ADV-00587,69,7,899.79,1,1,3,5,Hibernating
C-ADV-00588,26,8,1014.6700000000001,3,1,3,7,Others
C-ADV-00589,4,16,7449.21,5,3,5,13,Loyal Customers
C-ADV-00590,1,12,748.96,5,2,2,9,Promising (New)
C-ADV-00591,2,28,782.89,5,5,3,13,Champions
C-ADV-00592,6,20,1899.49,5,4,4,13,Champions
C-ADV-00593,2,35,11158.35,5,5,5,15,Champions
C-ADV-00594,2,31,48866.64,5,5,5,15,Champions
C-ADV-00595,21,24,9813.01,3,4,5,12,Loyal Customers
C-ADV-00596,7,35,1950.47,5,5,4,14,Champions
C-ADV-00597,82,5,733.38,1,1,2,4,Hibernating
C-ADV-00598,75,8,587.16,1,1,2,4,Hibernating
C-ADV-00599,18,15,719.91,3,3,2,8,Loyal Customers
C-ADV-00600,19,12,422.95,3,2,2,7,Others
C-ADV-00601,68,15,878.98,1,3,3,7,Others
C-ADV-00602,12,22,5312.77,4,4,5,13,Champions
C-ADV-00603,95,15,567.13,1,3,2,6,Others
C-ADV-00604,5,19,2048.67,5,4,4,13,Champions
C-ADV-00605,10,21,1097.47,4,4,3,11,Champions
C-ADV-00606,48,25,1899.29,2,5,4,11,At Risk (Big Spenders)
C-ADV-00607,5,28,4977.0,5,5,5,15,Champions
C-ADV-00608,3,16,110.29,5,3,1,9,Loyal Customers
C-ADV-00609,31,24,2010.56,3,4,4,11,Loyal Customers
C-ADV-00610,162,6,322.53999999999996,1,1,1,3,Hibernating
C-ADV-00611,23,10,1523.26,3,2,4,9,Others
C-ADV-00612,7,16,168.44,5,3,1,9,Loyal Customers
C-ADV-00613,70,13,4123.04,1,2,5,8,Hibernating
C-ADV-00614,47,36,5388.52,2,5,5,12,At Risk (Big Spenders)
C-ADV-00615,12,33,1256.28,4,5,3,12,Champions
C-ADV-00616,33,7,363.90999999999997,2,1,1,4,Hibernating
C-ADV-00617,128,9,280.6,1,1,1,3,Hibernating
C-ADV-00618,8,15,1797.38,5,3,4,12,Loyal Customers
C-ADV-00619,1,8,234.66,5,1,1,7,Promising (New)
C-ADV-00620,141,11,1240.1,1,2,3,6,Hibernating
C-ADV-00621,14,11,789.56,4,2,3,9,Promising (New)
C-ADV-00622,55,10,253.2,2,2,1,5,Hibernating
C-ADV-00623,2,5,21.02,5,1,1,7,Promising (New)
C-ADV-00624,3,10,446.05,5,2,2,9,Promising (New)
C-ADV-00625,1,30,3415.3900000000003,5,5,5,15,Champions
C-ADV-00626,37,40,1536.99,2,5,4,11,At Risk (Big Spenders)
C-ADV-00627,45,14,508.29,2,2,2,6,Hibernating
C-ADV-00628,38,23,989.81,2,4,3,9,At Risk (Big Spenders)
C-ADV-00629,133,10,383.84,1,2,2,5,Hibernating
C-ADV-00630,5,18,1495.87,5,3,4,12,Loyal Customers
C-ADV-00631,126,10,585.52,1,2,2,5,Hibernating
C-ADV-00632,8,15,1253.8600000000001,5,3,3,11,Loyal Customers
C-ADV-00633,23,21,542.18,3,4,2,9,Loyal Customers
C-ADV-00634,5,17,3738.45,5,3,5,13,Loyal Customers
C-ADV-00635,5,11,2238.51,5,2,4,11,Promising (New)
C-ADV-00636,2,12,285.56,5,2,1,8,Promising (New)
C-ADV-00637,18,25,1826.04,3,5,4,12,Loyal Customers
C-ADV-00638,33,5,205.53,2,1,1,4,Hibernating
C-ADV-00639,32,15,365.77,2,3,1,6,Others
C-ADV-00640,12,28,3992.05,4,5,5,14,Champions
C-ADV-00641,18,13,3285.77,3,2,5,10,Others
C-ADV-00642,11,15,4459.33,4,3,5,12,Loyal Customers
C-ADV-00643,138,6,1097.97,1,1,3,5,Hibernating
C-ADV-00644,146,12,3232.66,1,2,5,8,Hibernating
C-ADV-00645,61,11,130.88,2,2,1,5,Hibernating
C-ADV-00646,162,6,709.13,1,1,2,4,Hibernating
C-ADV-00647,84,6,750.01,1,1,2,4,Hibernating
C-ADV-00648,34,11,146.97,2,2,1,5,Hibernating
C-ADV-00649,14,35,1000.93,4,5,3,12,Champions
C-ADV-00650,42,20,307.8,2,4,1,7,At Risk (Big Spenders)
C-ADV-00651,12,18,735.9,4,3,2,9,Loyal Customers
C-ADV-00652,11,3,65.64999999999999,4,1,1,6,Promising (New)
C-ADV-00653,13,21,98.38,4,4,1,9,Champions
C-ADV-00654,4,18,675.53,5,3,2,10,Loyal Customers
C-ADV-00655,300,4,311.89,1,1,1,3,Hibernating
C-ADV-00656,9,18,1397.37,4,3,4,11,Loyal Customers
C-ADV-00657,3,17,1475.42,5,3,4,12,Loyal Customers
C-ADV-00658,86,21,1130.52,1,4,3,8,At Risk (Big Spenders)
C-ADV-00659,224,7,286.67,1,1,1,3,Hibernating
C-ADV-00660,6,6,120.64999999999999,5,1,1,7,Promising (New)
C-ADV-00661,9,8,884.12,4,1,3,8,Promising (New)
C-ADV-00662,13,15,228.66,4,3,1,8,Loyal Customers
C-ADV-00663,29,22,1942.08,3,4,4,11,Loyal Customers
C-ADV-00664,15,22,5973.05,4,4,5,13,Champions
C-ADV-00665,140,24,7877.0199999999995,1,4,5,10,At Risk (Big Spenders)
C-ADV-00666,10,33,2887.44,4,5,5,14,Champions
C-ADV-00667,4,37,922.18,5,5,3,13,Champions
C-ADV-00668,26,22,3086.41,3,4,5,12,Loyal Customers
C-ADV-00669,66,8,835.73,1,1,3,5,Hibernating
C-ADV-00670,2,34,9038.44,5,5,5,15,Champions
C-ADV-00671,169,9,1807.22,1,1,4,6,Hibernating
C-ADV-00672,7,28,223.53,5,5,1,11,Champions
C-ADV-00673,23,28,582.45,3,5,2,10,Loyal Customers
C-ADV-00674,41,11,256.24,2,2,1,5,Hibernating
C-ADV-00675,6,16,660.94,5,3,2,10,Loyal Customers
C-ADV-00676,17,10,454.78999999999996,4,2,2,8,Promising (New)
C-ADV-00677,5,18,1259.1100000000001,5,3,3,11,Loyal Customers
C-ADV-00678,31,21,465.94,3,4,2,9,Loyal Customers
C-ADV-00679,14,21,166.45,4,4,1,9,Champions
C-ADV-00680,41,25,3273.23,2,5,5,12,At Risk (Big Spenders)
C-ADV-00681,8,12,295.89,5,2,1,8,Promising (New)
C-ADV-00682,15,27,291.08,4,5,1,10,Champions
C-ADV-00683,5,17,1448.94,5,3,4,12,Loyal Customers
C-ADV-00684,35,15,438.11,2,3,2,7,Others
C-ADV-00685,10,6,475.37,4,1,2,7,Promising (New)
C-ADV-00686,13,32,3920.6,4,5,5,14,Champions
C-ADV-00687,4,18,529.73,5,3,2,10,Loyal Customers
C-ADV-00688,6,28,1422.39,5,5,4,14,Champions
C-ADV-00689,17,32,7861.58,4,5,5,14,Champions
C-ADV-00690,45,14,1740.95,2,2,4,8,Hibernating
C-ADV-00691,7,26,3673.36,5,5,5,15,Champions
C-ADV-00692,25,5,1074.94,3,1,3,7,Others
C-ADV-00693,34,16,1519.85,2,3,4,9,Others
C-ADV-00694,85,26,3259.42,1,5,5,11,At Risk (Big Spenders)
C-ADV-00695,15,6,832.05,4,1,3,8,Promising (New)
C-ADV-00696,75,13,181.92,1,2,1,4,Hibernating
C-ADV-00697,4,36,5216.4400000000005,5,5,5,15,Champions
C-ADV-00698,7,31,5665.03,5,5,5,15,Champions
C-ADV-00699,35,21,5007.95,2,4,5,11,At Risk (Big Spenders)
C-ADV-00700,20,10,459.19,3,2,2,7,Others
C-ADV-00701,3,21,9829.16,5,4,5,14,Champions
C-ADV-00702,31,16,4708.47,3,3,5,11,Loyal Customers
C-ADV-00703,4,41,8401.45,5,5,5,15,Champions
C-ADV-00704,18,8,3597.88,3,1,5,9,Others
C-ADV-00705,93,16,2915.98,1,3,5,9,Others
C-ADV-00706,37,13,1550.96,2,2,4,8,Hibernating
C-ADV-00707,103,9,644.01,1,1,2,4,Hibernating
C-ADV-00708,12,31,1024.74,4,5,3,12,Champions
C-ADV-00709,23,16,2272.63,3,3,4,10,Loyal Customers
C-ADV-00710,16,9,1072.19,4,1,3,8,Promising (New)
C-ADV-00711,9,45,7908.51,4,5,5,14,Champions
C-ADV-00712,118,8,514.82,1,1,2,4,Hibernating
C-ADV-00713,6,12,1236.4,5,2,3,10,Promising (New)
C-ADV-00714,46,17,503.90999999999997,2,3,2,7,Others
C-ADV-00715,8,10,217.82999999999998,5,2,1,8,Promising (New)
C-ADV-00716,2,18,1848.94,5,3,4,12,Loyal Customers
C-ADV-00717,87,17,422.65,1,3,2,6,Others
C-ADV-00718,2,14,13036.88,5,2,5,12,Promising (New)
C-ADV-00719,16,11,322.87,4,2,1,7,Promising (New)
C-ADV-00720,7,28,12847.17,5,5,5,15,Champions
C-ADV-00721,20,14,191.96,3,2,1,6,Others
C-ADV-00722,51,11,350.24,2,2,1,5,Hibernating
C-ADV-00723,15,30,12160.3,4,5,5,14,Champions
C-ADV-00724,2,16,4039.3,5,3,5,13,Loyal Customers
C-ADV-00725,31,9,2814.36,3,1,5,9,Others
C-ADV-00726,27,24,1439.72,3,4,4,11,Loyal Customers
C-ADV-00727,38,13,338.77000000000004,2,2,1,5,Hibernating
C-ADV-00728,65,5,310.9,1,1,1,3,Hibernating
C-ADV-00729,47,29,14747.92,2,5,5,12,At Risk (Big Spenders)
C-ADV-00730,20,16,12442.29,3,3,5,11,Loyal Customers
C-ADV-00731,16,19,456.44,4,4,2,10,Champions
C-ADV-00732,24,7,450.73,3,1,2,6,Others
C-ADV-00733,51,11,2244.87,2,2,4,8,Hibernating
C-ADV-00734,92,10,559.77,1,2,2,5,Hibernating
C-ADV-00735,20,23,1506.32,3,4,4,11,Loyal Customers
C-ADV-00736,20,11,2641.73,3,2,4,9,Others
C-ADV-00737,52,12,606.0600000000001,2,2,2,6,Hibernating
C-ADV-00738,99,11,1232.5,1,2,3,6,Hibernating
C-ADV-00739,17,9,50.28,4,1,1,6,Promising (New)
C-ADV-00740,9,14,547.2,4,2,2,8,Promising (New)
C-ADV-00741,118,12,390.34,1,2,2,5,Hibernating
C-ADV-00742,21,18,952.71,3,3,3,9,Loyal Customers
C-ADV-00743,128,4,371.01,1,1,1,3,Hibernating
C-ADV-00744,17,27,6678.07,4,5,5,14,Champions
C-ADV-00745,27,19,1159.97,3,4,3,10,Loyal Customers
C-ADV-00746,111,5,1178.56,1,1,3,5,Hibernating
C-ADV-00747,7,17,379.5,5,3,1,9,Loyal Customers
C-ADV-00748,320,8,314.24,1,1,1,3,Hibernating
C-ADV-00749,5,35,15820.51,5,5,5,15,Champions
C-ADV-00750,138,13,1115.03,1,2,3,6,Hibernating
C-ADV-00751,12,8,1414.65,4,1,4,9,Promising (New)
C-ADV-00752,20,29,1258.68,3,5,3,11,Loyal Customers
C-ADV-00753,28,24,1445.77,3,4,4,11,Loyal Customers
C-ADV-00754,125,7,697.39,1,1,2,4,Hibernating
C-ADV-00755,20,13,108.38,3,2,1,6,Others
C-ADV-00756,92,5,317.75,1,1,1,3,Hibernating
C-ADV-00757,4,26,349.74,5,5,1,11,Champions
C-ADV-00758,10,16,461.57,4,3,2,9,Loyal Customers
C-ADV-00759,3,7,518.76,5,1,2,8,Promising (New)
C-ADV-00760,17,8,1730.45,4,1,4,9,Promising (New)
C-ADV-00761,24,39,1233.17,3,5,3,11,Loyal Customers
C-ADV-00762,14,32,6089.5,4,5,5,14,Champions
C-ADV-00763,186,6,251.5,1,1,1,3,Hibernating
C-ADV-00764,4,23,927.58,5,4,3,12,Champions
C-ADV-00765,25,16,9528.18,3,3,5,11,Loyal Customers
C-ADV-00766,34,22,804.82,2,4,3,9,At Risk (Big Spenders)
C-ADV-00767,18,30,4043.4,3,5,5,13,Loyal Customers
C-ADV-00768,41,29,1120.38,2,5,3,10,At Risk (Big Spenders)
C-ADV-00769,121,11,117.99,1,2,1,4,Hibernating
C-ADV-00770,47,17,784.12,2,3,3,8,Others
C-ADV-00771,10,20,153.26,4,4,1,9,Champions
C-ADV-00772,19,23,1488.02,3,4,4,11,Loyal Customers
C-ADV-00773,27,12,707.19,3,2,2,7,Others
C-ADV-00774,10,24,3097.79,4,4,5,13,Champions
C-ADV-00775,8,13,7752.55,5,2,5,12,Promising (New)
C-ADV-00776,12,32,2719.25,4,5,5,14,Champions
C-ADV-00777,71,22,4879.43,1,4,5,10,At Risk (Big Spenders)
C-ADV-00778,114,8,1726.56,1,1,4,6,Hibernating
C-ADV-00779,15,41,1002.94,4,5,3,12,Champions
C-ADV-00780,13,26,2927.47,4,5,5,14,Champions
C-ADV-00781,8,32,943.22,5,5,3,13,Champions
C-ADV-00782,1,21,1717.66,5,4,4,13,Champions
C-ADV-00783,16,16,486.11,4,3,2,9,Loyal Customers
C-ADV-00784,29,13,4159.33,3,2,5,10,Others
C-ADV-00785,508,4,105.44999999999999,1,1,1,3,Hibernating
C-ADV-00786,43,29,1035.81,2,5,3,10,At Risk (Big Spenders)
C-ADV-00787,2,13,564.0699999999999,5,2,2,9,Promising (New)
C-ADV-00788,17,28,597.62,4,5,2,11,Champions
C-ADV-00789,46,11,981.36,2,2,3,7,Hibernating
C-ADV-00790,16,23,2588.12,4,4,4,12,Champions
C-ADV-00791,23,14,854.14,3,2,3,8,Others
C-ADV-00792,15,24,926.91,4,4,3,11,Champions
C-ADV-00793,33,32,1907.21,2,5,4,11,At Risk (Big Spenders)
C-ADV-00794,47,16,561.6,2,3,2,7,Others
C-ADV-00795,88,6,501.40999999999997,1,1,2,4,Hibernating
C-ADV-00796,41,18,3234.3,2,3,5,10,Others
C-ADV-00797,32,12,10214.99,2,2,5,9,Hibernating
C-ADV-00798,69,14,1400.23,1,2,4,7,Hibernating
C-ADV-00799,14,22,935.7,4,4,3,11,Champions
C-ADV-00800,10,19,1457.53,4,4,4,12,Champions
C-ADV-00801,18,13,539.9,3,2,2,7,Others
C-ADV-00802,1,24,1324.38,5,4,4,13,Champions
C-ADV-00803,87,8,1225.17,1,1,3,5,Hibernating
C-ADV-00804,3,20,1424.44,5,4,4,13,Champions
C-ADV-00805,46,13,166.31,2,2,1,5,Hibernating
C-ADV-00806,18,5,245.44,3,1,1,5,Others
C-ADV-00807,27,16,129.14,3,3,1,7,Loyal Customers
C-ADV-00808,73,19,1335.56,1,4,4,9,At Risk (Big Spenders)
C-ADV-00809,36,14,454.31,2,3,2,7,Others
C-ADV-00810,51,17,925.61,2,3,3,8,Others
C-ADV-00811,136,11,2885.95,1,2,5,8,Hibernating
C-ADV-00812,116,8,340.42,1,1,1,3,Hibernating
C-ADV-00813,30,19,1932.4,3,4,4,11,Loyal Customers
C-ADV-00814,123,14,176.32,1,3,1,5,Others
C-ADV-00815,73,6,1012.12,1,1,3,5,Hibernating
C-ADV-00816,65,15,478.55,1,3,2,6,Others
C-ADV-00817,149,7,60.059999999999995,1,1,1,3,Hibernating
C-ADV-00818,24,19,407.02,3,4,2,9,Loyal Customers
C-ADV-00819,10,22,1549.79,4,4,4,12,Champions
C-ADV-00820,15,27,2166.05,4,5,4,13,Champions
C-ADV-00821,23,17,1136.87,3,3,3,9,Loyal Customers
C-ADV-00822,8,23,348.01,5,4,1,10,Champions
C-ADV-00823,60,6,460.39,2,1,2,5,Hibernating
C-ADV-00824,161,5,1272.03,1,1,3,5,Hibernating
C-ADV-00825,10,12,594.32,4,2,2,8,Promising (New)
C-ADV-00826,19,13,647.6800000000001,3,2,2,7,Others
C-ADV-00827,63,14,490.4,1,3,2,6,Others
C-ADV-00828,6,25,1312.45,5,5,3,13,Champions
C-ADV-00829,25,23,4341.23,3,4,5,12,Loyal Customers
C-ADV-00830,44,4,60.989999999999995,2,1,1,4,Hibernating
C-ADV-00831,137,9,1626.67,1,1,4,6,Hibernating
C-ADV-00832,4,9,2385.75,5,1,4,10,Promising (New)
C-ADV-00833,86,25,6493.82,1,5,5,11,At Risk (Big Spenders)
C-ADV-00834,32,14,3077.81,2,3,5,10,Others
C-ADV-00835,11,8,389.25,4,1,2,7,Promising (New)
C-ADV-00836,14,16,858.0,4,3,3,10,Loyal Customers
C-ADV-00837,193,10,154.7,1,2,1,4,Hibernating
C-ADV-00838,31,20,2218.65,3,4,4,11,Loyal Customers
C-ADV-00839,23,10,1763.46,3,2,4,9,Others
C-ADV-00840,7,18,232.20000000000002,5,3,1,9,Loyal Customers
C-ADV-00841,27,17,1014.4,3,3,3,9,Loyal Customers
C-ADV-00842,152,15,700.65,1,3,2,6,Others
C-ADV-00843,62,20,958.72,2,4,3,9,At Risk (Big Spenders)
C-ADV-00844,5,22,2484.82,5,4,4,13,Champions
C-ADV-00845,68,16,5053.59,1,3,5,9,Others
C-ADV-00846,4,14,4015.55,5,3,5,13,Loyal Customers
C-ADV-00847,9,27,5173.44,4,5,5,14,Champions
C-ADV-00848,19,11,55.99,3,2,1,6,Others
C-ADV-00849,25,29,1445.31,3,5,4,12,Loyal Customers
C-ADV-00850,53,11,204.57,2,2,1,5,Hibernating
C-ADV-00851,18,7,1214.93,3,1,3,7,Others
C-ADV-00852,4,32,4745.46,5,5,5,15,Champions
C-ADV-00853,72,19,663.56,1,4,2,7,At Risk (Big Spenders)
C-ADV-00854,2,26,1286.8600000000001,5,5,3,13,Champions
C-ADV-00855,19,18,440.43,3,3,2,8,Loyal Customers
C-ADV-00856,8,5,792.19,5,1,3,9,Promising (New)
C-ADV-00857,64,8,2654.83,1,1,4,6,Hibernating
C-ADV-00858,22,17,797.65,3,3,3,9,Loyal Customers
C-ADV-00859,2,6,1809.0700000000002,5,1,4,10,Promising (New)
C-ADV-00860,32,36,2528.66,2,5,4,11,At Risk (Big Spenders)
C-ADV-00861,28,15,360.17,3,3,1,7,Loyal Customers
C-ADV-00862,262,7,96.93,1,1,1,3,Hibernating
C-ADV-00863,12,10,310.22,4,2,1,7,Promising (New)
C-ADV-00864,28,28,2050.52,3,5,4,12,Loyal Customers
C-ADV-00865,2,34,1845.68,5,5,4,14,Champions
C-ADV-00866,64,17,12664.95,1,3,5,9,Others
C-ADV-00867,1,39,1479.46,5,5,4,14,Champions
C-ADV-00868,68,11,878.1800000000001,1,2,3,6,Hibernating
