transaction_id,date,customer_id,customer_segment,region,product_category,product_name,quantity,unit_price,discount_percent,revenue,cost,profit,payment_method
TXN-003675,2024-03-03,CUST-01127,Standard,North,Electronics,Smartwatch,2,1103.2,0.05,2096.08,1269.01,827.07,PayPal
TXN-005925,2024-03-03,CUST-01776,Budget,East,Sports,Running Shoes,1,302.75,0.13,263.39,165.64,97.75,Debit Card
TXN-007899,2024-03-03,CUST-00482,Standard,East,Books,Self-Help,3,23.5,0.17,58.52,37.23,21.29,PayPal
TXN-000450,2024-03-03,CUST-00963,Standard,East,Clothing,Jeans,4,110.64,0.15,376.18,209.91,166.27,Cash
TXN-003647,2024-03-03,CUST-00850,Budget,South,Sports,Running Shoes,1,426.84,0.08,392.69,241.28,151.41,PayPal
TXN-003918,2024-03-03,CUST-01853,Premium,North,Sports,Running Shoes,5,410.16,0.18,1681.66,722.92,958.74,Bank Transfer
TXN-004200,2024-03-03,CUST-01734,Budget,North,Home & Garden,Lamp,5,621.39,0.16,2609.84,1293.21,1316.63,Credit Card
TXN-007544,2024-03-03,CUST-01431,Budget,South,Sports,Dumbbells,3,490.89,0.29,1045.6,576.81,468.79,PayPal
TXN-007922,2024-03-03,CUST-01599,Standard,Central,Home & Garden,Sofa,3,480.17,0.19,1166.81,807.05,359.76,Cash
TXN-000559,2024-03-03,CUST-01701,Budget,East,Home & Garden,Plant Pot,1,260.98,0.09,237.49,123.16,114.33,Debit Card
TXN-009478,2024-03-03,CUST-00788,Premium,South,Sports,Bicycle,5,410.88,0.01,2033.86,1068.08,965.78,Credit Card
TXN-007522,2024-03-03,CUST-00840,Budget,West,Sports,Bicycle,1,339.97,0.12,299.17,136.07,163.1,PayPal
TXN-009879,2024-03-03,CUST-01991,Standard,South,Electronics,Tablet,2,959.14,0.05,1822.37,759.33,1063.04,Credit Card
TXN-006259,2024-03-03,CUST-01093,Premium,North,Home & Garden,Lamp,4,525.93,0.23,1619.86,922.03,697.83,PayPal
TXN-005820,2024-03-03,CUST-00772,Premium,Central,Electronics,Smartphone,2,1311.33,0.02,2570.21,1268.52,1301.69,Bank Transfer
TXN-009947,2024-03-03,CUST-00480,Standard,West,Home & Garden,Rug,2,163.5,0.3,228.9,104.05,124.85,Debit Card
TXN-004998,2024-03-03,CUST-00965,Premium,North,Home & Garden,Plant Pot,4,461.38,0.25,1384.14,660.39,723.75,Bank Transfer
TXN-002257,2024-03-03,CUST-00533,Premium,West,Sports,Yoga Mat,5,186.47,0.13,811.14,421.7,389.44,PayPal
TXN-008919,2024-03-03,CUST-01671,Premium,North,Electronics,Headphones,1,1172.03,0.29,832.14,394.26,437.88,PayPal
TXN-009518,2024-03-03,CUST-00786,Premium,South,Books,Biography,4,21.52,0.12,75.75,48.07,27.68,PayPal
TXN-005030,2024-03-03,CUST-00228,Budget,West,Home & Garden,Table,4,299.39,0.12,1053.85,631.65,422.2,Debit Card
TXN-002929,2024-03-03,CUST-01331,Standard,East,Sports,Tennis Racket,1,195.39,0.06,183.67,73.88,109.79,Credit Card
TXN-000120,2024-03-03,CUST-00412,Budget,East,Electronics,Tablet,2,190.91,0.24,290.18,160.36,129.82,Debit Card
TXN-000342,2024-03-03,CUST-01996,Premium,North,Electronics,Tablet,3,178.45,0.25,401.51,260.37,141.14,Debit Card
TXN-002408,2024-03-03,CUST-00869,Budget,East,Home & Garden,Lamp,3,316.73,0.28,684.14,438.14,246.0,Cash
TXN-005866,2024-03-03,CUST-00544,Budget,West,Electronics,Headphones,2,420.13,0.24,638.6,272.16,366.44,Credit Card
TXN-007686,2024-03-03,CUST-00742,Budget,West,Books,Fiction Novel,4,13.01,0.0,52.04,36.18,15.86,Cash
TXN-005333,2024-03-04,CUST-00867,Premium,South,Sports,Running Shoes,1,390.97,0.12,344.05,161.1,182.95,Debit Card
TXN-005532,2024-03-04,CUST-01606,Standard,South,Sports,Dumbbells,2,87.47,0.21,138.2,74.76,63.44,PayPal
TXN-002102,2024-03-04,CUST-01702,Premium,Central,Home & Garden,Sofa,1,337.43,0.26,249.7,142.42,107.28,Credit Card
TXN-001147,2024-03-04,CUST-01115,Budget,East,Home & Garden,Rug,5,655.03,0.14,2816.63,1520.8,1295.83,Credit Card
TXN-004975,2024-03-04,CUST-01543,Standard,East,Sports,Bicycle,5,485.46,0.23,1869.02,1204.92,664.1,Credit Card
TXN-005886,2024-03-04,CUST-00457,Premium,North,Books,Biography,3,27.47,0.14,70.87,29.43,41.44,Credit Card
TXN-009089,2024-03-04,CUST-00159,Budget,Central,Home & Garden,Sofa,4,453.9,0.04,1742.98,987.6,755.38,Bank Transfer
TXN-005678,2024-03-04,CUST-00558,Budget,North,Electronics,Smartwatch,5,1079.5,0.29,3832.22,2251.84,1580.38,Credit Card
TXN-006072,2024-03-04,CUST-01112,Standard,North,Books,Self-Help,5,18.24,0.13,79.34,34.34,45.0,Cash
TXN-008173,2024-03-04,CUST-01280,Premium,North,Electronics,Smartwatch,5,435.47,0.28,1567.69,758.15,809.54,Bank Transfer
TXN-000030,2024-03-04,CUST-01475,Budget,Central,Electronics,Smartwatch,3,1107.2,0.19,2690.5,1611.65,1078.85,PayPal
TXN-003837,2024-03-04,CUST-01204,Premium,South,Electronics,Headphones,3,634.97,0.24,1447.73,845.94,601.79,Cash
TXN-001525,2024-03-04,CUST-00208,Standard,South,Books,Tech Manual,3,37.64,0.19,91.47,39.0,52.47,Cash
TXN-001061,2024-03-04,CUST-01596,Premium,South,Sports,Bicycle,3,66.21,0.25,148.97,67.58,81.39,Bank Transfer
TXN-009167,2024-03-04,CUST-01425,Budget,North,Electronics,Headphones,3,126.83,0.08,350.05,217.68,132.37,Debit Card
TXN-009562,2024-03-04,CUST-01387,Budget,Central,Clothing,T-Shirt,1,32.88,0.21,25.98,15.99,9.99,Cash
TXN-001381,2024-03-04,CUST-00297,Budget,North,Home & Garden,Table,5,296.61,0.19,1201.27,545.99,655.28,Credit Card
TXN-003668,2024-03-04,CUST-00690,Premium,East,Electronics,Headphones,3,786.75,0.25,1770.19,1043.69,726.5,Credit Card
TXN-008166,2024-03-04,CUST-01890,Premium,North,Sports,Running Shoes,2,188.34,0.05,357.85,197.81,160.04,Bank Transfer
TXN-003043,2024-03-04,CUST-00417,Standard,North,Clothing,Dress,2,86.05,0.09,156.61,100.84,55.77,Bank Transfer
TXN-006534,2024-03-04,CUST-01967,Standard,North,Clothing,Jacket,1,68.75,0.25,51.56,33.77,17.79,Debit Card
TXN-009100,2024-03-04,CUST-01315,Budget,North,Sports,Dumbbells,2,70.03,0.26,103.64,50.4,53.24,Credit Card
TXN-001159,2024-03-04,CUST-00110,Standard,South,Home & Garden,Lamp,2,602.49,0.07,1120.63,574.09,546.54,Credit Card
TXN-007485,2024-03-04,CUST-00862,Standard,Central,Home & Garden,Sofa,2,159.94,0.06,300.69,146.15,154.54,Cash
TXN-007562,2024-03-04,CUST-01512,Standard,North,Books,Biography,1,14.94,0.01,14.79,8.28,6.51,PayPal
TXN-008044,2024-03-04,CUST-00353,Standard,East,Home & Garden,Sofa,4,487.44,0.27,1423.32,614.82,808.5,Cash
TXN-005135,2024-03-05,CUST-00882,Standard,Central,Books,Self-Help,1,34.47,0.21,27.23,18.35,8.88,Debit Card
TXN-007927,2024-03-05,CUST-00838,Premium,West,Sports,Dumbbells,5,479.36,0.15,2037.28,1157.75,879.53,Credit Card
TXN-009994,2024-03-05,CUST-01970,Standard,South,Sports,Bicycle,3,113.69,0.24,259.21,131.35,127.86,Credit Card
TXN-001875,2024-03-05,CUST-01873,Standard,North,Books,Tech Manual,5,23.2,0.25,87.0,48.89,38.11,Bank Transfer
TXN-001185,2024-03-05,CUST-01828,Budget,Central,Electronics,Smartwatch,5,1181.6,0.26,4371.92,2998.81,1373.11,Credit Card
TXN-006078,2024-03-05,CUST-00483,Premium,East,Books,Cookbook,1,44.53,0.12,39.19,21.42,17.77,Cash
TXN-008949,2024-03-05,CUST-00500,Standard,North,Sports,Yoga Mat,1,494.76,0.17,410.65,199.38,211.27,Bank Transfer
TXN-000719,2024-03-05,CUST-01033,Premium,West,Electronics,Smartwatch,2,1415.15,0.13,2462.36,1058.5,1403.86,Credit Card
TXN-005126,2024-03-05,CUST-00210,Budget,South,Sports,Dumbbells,2,362.53,0.25,543.79,266.38,277.41,Cash
TXN-005075,2024-03-05,CUST-01006,Premium,North,Home & Garden,Sofa,1,339.96,0.02,333.16,221.32,111.84,Bank Transfer
TXN-007055,2024-03-05,CUST-00619,Budget,East,Electronics,Headphones,2,684.91,0.18,1123.25,628.62,494.63,Cash
TXN-000798,2024-03-05,CUST-01896,Premium,East,Sports,Bicycle,4,337.07,0.24,1024.69,480.51,544.18,Cash
TXN-009651,2024-03-05,CUST-00109,Standard,South,Electronics,Smartwatch,1,645.38,0.15,548.57,337.4,211.17,Bank Transfer
TXN-001777,2024-03-05,CUST-01612,Premium,North,Books,Fiction Novel,2,47.73,0.09,86.87,50.73,36.14,Cash
TXN-000239,2024-03-05,CUST-00088,Budget,Central,Books,Self-Help,2,47.96,0.29,68.1,43.76,24.34,Bank Transfer
TXN-001986,2024-03-05,CUST-01074,Standard,North,Clothing,T-Shirt,2,170.68,0.05,324.29,157.03,167.26,PayPal
TXN-006714,2024-03-05,CUST-01121,Premium,East,Sports,Running Shoes,3,138.18,0.2,331.63,168.97,162.66,Credit Card
TXN-004826,2024-03-05,CUST-00114,Standard,South,Books,Cookbook,4,43.93,0.06,165.18,100.13,65.05,Credit Card
TXN-009142,2024-03-05,CUST-00015,Standard,West,Home & Garden,Plant Pot,4,453.78,0.22,1415.79,642.62,773.17,PayPal
TXN-008425,2024-03-05,CUST-00877,Standard,West,Home & Garden,Lamp,4,260.99,0.02,1023.08,465.71,557.37,PayPal
TXN-007721,2024-03-05,CUST-00975,Budget,South,Books,Tech Manual,5,41.06,0.01,203.25,82.9,120.35,PayPal
TXN-008495,2024-03-05,CUST-01322,Premium,Central,Clothing,Dress,5,195.41,0.09,889.12,418.22,470.9,PayPal
TXN-003613,2024-03-05,CUST-00456,Premium,Central,Electronics,Laptop,4,173.7,0.02,680.9,408.28,272.62,Credit Card
TXN-007696,2024-03-05,CUST-00995,Budget,North,Electronics,Smartphone,1,861.86,0.26,637.78,309.54,328.24,Bank Transfer
TXN-007219,2024-03-05,CUST-00334,Budget,West,Home & Garden,Rug,1,601.98,0.12,529.74,353.65,176.09,Debit Card
TXN-005186,2024-03-05,CUST-01782,Budget,North,Home & Garden,Rug,4,580.21,0.15,1972.71,1352.82,619.89,Bank Transfer
TXN-002602,2024-03-06,CUST-00668,Premium,East,Clothing,Sneakers,1,171.74,0.0,171.74,76.93,94.81,Credit Card
TXN-003243,2024-03-06,CUST-01121,Premium,North,Home & Garden,Table,3,333.94,0.08,921.67,599.25,322.42,Credit Card
TXN-009867,2024-03-06,CUST-01991,Standard,Central,Home & Garden,Sofa,3,449.27,0.2,1078.25,445.63,632.62,Cash
TXN-004636,2024-03-06,CUST-00502,Premium,Central,Electronics,Laptop,5,354.33,0.11,1576.77,667.56,909.21,Debit Card
TXN-004430,2024-03-06,CUST-01823,Budget,Central,Home & Garden,Lamp,1,129.03,0.09,117.42,66.26,51.16,PayPal
TXN-006236,2024-03-06,CUST-01835,Standard,East,Clothing,Dress,2,181.6,0.08,334.14,143.19,190.95,PayPal
TXN-006492,2024-03-06,CUST-01134,Standard,East,Electronics,Tablet,5,1350.8,0.08,6213.68,2873.0,3340.68,Cash
TXN-008319,2024-03-06,CUST-01465,Standard,West,Sports,Running Shoes,2,147.44,0.19,238.85,115.22,123.63,PayPal
TXN-009692,2024-03-06,CUST-01696,Budget,East,Books,Cookbook,1,45.8,0.12,40.3,23.77,16.53,Credit Card
TXN-003784,2024-03-06,CUST-01106,Budget,East,Home & Garden,Plant Pot,2,620.9,0.13,1080.37,445.81,634.56,Cash
TXN-004497,2024-03-06,CUST-01702,Premium,West,Home & Garden,Table,3,248.75,0.2,597.0,340.69,256.31,Debit Card
TXN-003916,2024-03-06,CUST-00113,Premium,North,Clothing,T-Shirt,1,197.81,0.16,166.16,73.44,92.72,PayPal
TXN-009658,2024-03-06,CUST-00133,Premium,West,Electronics,Tablet,5,614.83,0.27,2244.13,1014.6,1229.53,Debit Card
TXN-003481,2024-03-06,CUST-00530,Standard,South,Home & Garden,Sofa,5,181.56,0.11,807.94,431.71,376.23,Credit Card
TXN-002354,2024-03-06,CUST-00248,Budget,West,Electronics,Headphones,2,294.95,0.24,448.32,266.08,182.24,Cash
TXN-006746,2024-03-06,CUST-00513,Budget,East,Books,Cookbook,3,34.99,0.18,86.08,45.18,40.9,Bank Transfer
TXN-000253,2024-03-06,CUST-01518,Budget,Central,Home & Garden,Table,5,553.9,0.05,2631.03,1129.45,1501.58,PayPal
TXN-002551,2024-03-06,CUST-00913,Standard,East,Books,Fiction Novel,4,19.92,0.19,64.54,38.93,25.61,Debit Card
TXN-003692,2024-03-06,CUST-01832,Premium,Central,Home & Garden,Lamp,5,691.26,0.2,2765.04,1193.72,1571.32,PayPal
TXN-003217,2024-03-06,CUST-01474,Premium,North,Electronics,Tablet,5,658.51,0.2,2634.04,1562.32,1071.72,Debit Card
TXN-007654,2024-03-06,CUST-01095,Budget,South,Books,Biography,5,14.24,0.13,61.94,26.9,35.04,PayPal
TXN-004155,2024-03-06,CUST-00691,Budget,South,Home & Garden,Lamp,4,280.23,0.23,863.11,387.01,476.1,Credit Card
TXN-004008,2024-03-06,CUST-00512,Premium,South,Sports,Yoga Mat,5,132.43,0.04,635.66,395.11,240.55,Debit Card
TXN-003969,2024-03-06,CUST-00651,Premium,Central,Home & Garden,Sofa,2,229.35,0.25,344.02,220.25,123.77,Cash
TXN-000662,2024-03-06,CUST-00666,Budget,South,Home & Garden,Sofa,5,548.93,0.15,2332.95,1410.32,922.63,Bank Transfer
TXN-003286,2024-03-06,CUST-01885,Standard,West,Electronics,Smartphone,2,165.05,0.19,267.38,177.03,90.35,PayPal
TXN-008233,2024-03-06,CUST-00151,Premium,North,Home & Garden,Lamp,2,551.28,0.26,815.89,495.74,320.15,Cash
TXN-009077,2024-03-06,CUST-00061,Budget,North,Electronics,Laptop,4,750.37,0.22,2341.15,1042.8,1298.35,PayPal
TXN-001953,2024-03-06,CUST-00006,Budget,Central,Clothing,Jeans,4,65.6,0.09,238.78,117.18,121.6,Debit Card
TXN-005671,2024-03-07,CUST-00246,Premium,Central,Books,Fiction Novel,5,22.34,0.09,101.65,48.55,53.1,PayPal
TXN-006726,2024-03-07,CUST-01947,Premium,West,Home & Garden,Lamp,4,777.75,0.25,2333.25,938.23,1395.02,Credit Card
TXN-003982,2024-03-07,CUST-00880,Standard,West,Home & Garden,Table,3,699.42,0.16,1762.54,1014.06,748.48,Credit Card
TXN-007563,2024-03-07,CUST-00994,Budget,West,Clothing,Sneakers,5,195.25,0.2,781.0,377.53,403.47,Bank Transfer
TXN-004669,2024-03-07,CUST-01101,Standard,West,Books,Tech Manual,2,45.06,0.2,72.1,47.9,24.2,Bank Transfer
TXN-003258,2024-03-07,CUST-01744,Premium,South,Sports,Dumbbells,1,291.42,0.12,256.45,113.37,143.08,PayPal
TXN-006719,2024-03-07,CUST-01307,Premium,Central,Clothing,Jacket,2,67.42,0.08,124.05,85.62,38.43,Credit Card
TXN-005828,2024-03-07,CUST-01011,Budget,West,Clothing,Sneakers,1,173.92,0.14,149.57,60.88,88.69,Bank Transfer
TXN-001067,2024-03-07,CUST-00852,Premium,West,Clothing,Jacket,4,182.09,0.11,648.24,299.1,349.14,Credit Card
TXN-002808,2024-03-07,CUST-01575,Budget,East,Books,Biography,5,45.03,0.26,166.61,76.14,90.47,Debit Card
TXN-001696,2024-03-07,CUST-01719,Premium,East,Home & Garden,Sofa,2,250.48,0.06,470.9,259.12,211.78,Cash
TXN-005457,2024-03-07,CUST-01818,Budget,Central,Sports,Running Shoes,3,43.83,0.16,110.45,59.32,51.13,Credit Card
TXN-002054,2024-03-07,CUST-00718,Premium,North,Books,Biography,4,49.25,0.2,157.6,64.35,93.25,Credit Card
TXN-007734,2024-03-07,CUST-00263,Premium,North,Electronics,Tablet,5,219.2,0.14,942.56,596.07,346.49,Cash
TXN-008042,2024-03-07,CUST-01570,Standard,West,Books,Self-Help,2,33.96,0.21,53.66,23.57,30.09,Cash
TXN-008727,2024-03-07,CUST-00172,Budget,Central,Sports,Running Shoes,5,105.75,0.08,486.45,308.49,177.96,Bank Transfer
TXN-007547,2024-03-07,CUST-01342,Standard,East,Sports,Tennis Racket,2,283.21,0.15,481.46,271.64,209.82,Bank Transfer
TXN-005246,2024-03-07,CUST-00492,Budget,South,Books,Biography,5,21.19,0.28,76.28,33.0,43.28,Credit Card
TXN-001321,2024-03-07,CUST-00950,Budget,West,Books,Tech Manual,1,43.39,0.23,33.41,20.42,12.99,Cash
TXN-004587,2024-03-07,CUST-00639,Premium,East,Electronics,Smartphone,5,498.87,0.29,1770.99,1067.91,703.08,Credit Card
TXN-005597,2024-03-07,CUST-01421,Budget,Central,Books,Cookbook,3,18.54,0.01,55.06,30.83,24.23,Credit Card
TXN-006908,2024-03-07,CUST-01535,Premium,South,Books,Tech Manual,4,16.51,0.11,58.78,34.82,23.96,Debit Card
TXN-005531,2024-03-07,CUST-00054,Budget,South,Books,Tech Manual,5,48.35,0.19,195.82,97.52,98.3,Bank Transfer
TXN-001225,2024-03-07,CUST-01871,Standard,West,Electronics,Headphones,1,1153.72,0.03,1119.11,582.84,536.27,Debit Card
TXN-008297,2024-03-07,CUST-01079,Standard,Central,Books,Self-Help,1,40.29,0.2,32.23,18.23,14.0,PayPal
TXN-000226,2024-03-07,CUST-00698,Standard,South,Books,Tech Manual,3,29.12,0.28,62.9,28.96,33.94,Debit Card
TXN-008742,2024-03-07,CUST-00403,Budget,North,Home & Garden,Plant Pot,3,398.92,0.07,1112.99,476.69,636.3,Credit Card
TXN-006967,2024-03-07,CUST-00856,Premium,North,Sports,Yoga Mat,4,77.47,0.21,244.81,168.9,75.91,Bank Transfer
TXN-001186,2024-03-07,CUST-00611,Budget,Central,Home & Garden,Sofa,3,456.71,0.15,1164.61,567.82,596.79,Cash
TXN-000122,2024-03-07,CUST-00887,Premium,North,Sports,Tennis Racket,5,349.65,0.19,1416.08,643.73,772.35,Cash
TXN-000975,2024-03-07,CUST-01562,Budget,East,Books,Cookbook,2,42.03,0.12,73.97,39.99,33.98,Bank Transfer
TXN-001142,2024-03-07,CUST-00755,Budget,East,Sports,Tennis Racket,2,373.36,0.01,739.25,490.74,248.51,Cash
TXN-002832,2024-03-07,CUST-00795,Premium,East,Clothing,Jeans,2,103.39,0.08,190.24,117.31,72.93,PayPal
TXN-005686,2024-03-07,CUST-01159,Premium,South,Sports,Tennis Racket,3,135.82,0.15,346.34,166.21,180.13,Credit Card
TXN-003329,2024-03-07,CUST-01331,Standard,North,Home & Garden,Table,3,251.74,0.26,558.86,239.53,319.33,Debit Card
TXN-004877,2024-03-07,CUST-01708,Budget,South,Electronics,Tablet,3,578.89,0.1,1563.0,927.34,635.66,Cash
TXN-005591,2024-03-07,CUST-01857,Budget,Central,Sports,Dumbbells,2,384.89,0.2,615.82,249.68,366.14,Credit Card
TXN-005980,2024-03-08,CUST-00749,Premium,East,Electronics,Headphones,4,1489.33,0.15,5063.72,2490.86,2572.86,Credit Card
TXN-004575,2024-03-08,CUST-01534,Premium,West,Home & Garden,Sofa,4,380.47,0.08,1400.13,612.57,787.56,Credit Card
TXN-005769,2024-03-08,CUST-01447,Premium,South,Clothing,Jeans,4,82.2,0.02,322.22,163.28,158.94,Debit Card
TXN-004576,2024-03-08,CUST-01484,Standard,North,Sports,Bicycle,4,420.89,0.18,1380.52,554.87,825.65,Cash
TXN-001915,2024-03-08,CUST-01333,Standard,West,Sports,Yoga Mat,1,338.73,0.21,267.6,121.51,146.09,Debit Card
TXN-004486,2024-03-08,CUST-01894,Budget,Central,Electronics,Tablet,1,999.06,0.24,759.29,483.82,275.47,Bank Transfer
TXN-008978,2024-03-08,CUST-00980,Standard,Central,Sports,Dumbbells,1,333.48,0.11,296.8,156.08,140.72,Credit Card
TXN-007644,2024-03-08,CUST-00189,Premium,East,Books,Tech Manual,4,46.34,0.15,157.56,102.42,55.14,Bank Transfer
TXN-009736,2024-03-08,CUST-00333,Premium,East,Electronics,Smartphone,4,819.27,0.12,2883.83,1817.8,1066.03,Bank Transfer
TXN-000917,2024-03-08,CUST-00672,Budget,South,Clothing,Jacket,5,79.15,0.3,277.02,132.97,144.05,Bank Transfer
TXN-005387,2024-03-08,CUST-00417,Standard,West,Sports,Bicycle,2,264.65,0.05,502.83,218.17,284.66,Bank Transfer
TXN-006425,2024-03-08,CUST-01427,Budget,East,Home & Garden,Sofa,3,620.56,0.01,1843.06,1174.43,668.63,Credit Card
TXN-005324,2024-03-08,CUST-00831,Premium,Central,Electronics,Smartphone,3,432.97,0.14,1117.06,638.82,478.24,Debit Card
TXN-007937,2024-03-08,CUST-00976,Standard,Central,Home & Garden,Rug,3,142.82,0.14,368.48,212.08,156.4,Debit Card
TXN-003135,2024-03-08,CUST-01205,Premium,South,Sports,Yoga Mat,3,398.92,0.2,957.41,612.74,344.67,Cash
TXN-008473,2024-03-08,CUST-00382,Budget,West,Electronics,Smartwatch,1,542.31,0.2,433.85,285.38,148.47,Bank Transfer
TXN-001569,2024-03-08,CUST-00015,Budget,South,Books,Tech Manual,4,43.99,0.28,126.69,73.18,53.51,Cash
TXN-009820,2024-03-08,CUST-01366,Budget,East,Home & Garden,Plant Pot,4,149.86,0.21,473.56,223.72,249.84,Debit Card
TXN-001303,2024-03-08,CUST-00216,Standard,West,Clothing,Dress,3,33.4,0.22,78.16,39.86,38.3,Cash
TXN-004967,2024-03-08,CUST-01306,Premium,East,Sports,Dumbbells,4,106.89,0.15,363.43,165.99,197.44,Cash
TXN-002896,2024-03-08,CUST-01784,Premium,South,Clothing,Sneakers,1,66.05,0.17,54.82,27.71,27.11,PayPal
TXN-006328,2024-03-08,CUST-00342,Standard,Central,Home & Garden,Table,5,566.65,0.27,2068.27,957.71,1110.56,Credit Card
TXN-006934,2024-03-08,CUST-01045,Budget,South,Sports,Running Shoes,3,418.18,0.13,1091.45,549.15,542.3,PayPal
TXN-002547,2024-03-08,CUST-00481,Premium,South,Sports,Running Shoes,3,193.17,0.17,480.99,303.85,177.14,Debit Card
TXN-009540,2024-03-08,CUST-01945,Budget,Central,Sports,Dumbbells,5,146.82,0.11,653.35,442.01,211.34,Cash
TXN-005619,2024-03-08,CUST-00937,Budget,North,Home & Garden,Lamp,4,677.88,0.22,2114.99,1478.42,636.57,Cash
TXN-003339,2024-03-08,CUST-01303,Premium,North,Home & Garden,Table,1,661.8,0.08,608.86,374.29,234.57,PayPal
TXN-003746,2024-03-08,CUST-01117,Standard,North,Books,Fiction Novel,5,34.05,0.04,163.44,78.88,84.56,Bank Transfer
TXN-005064,2024-03-08,CUST-01201,Premium,West,Electronics,Smartphone,1,194.49,0.16,163.37,79.97,83.4,Bank Transfer
TXN-004682,2024-03-08,CUST-00811,Premium,Central,Home & Garden,Rug,1,730.12,0.18,598.7,347.33,251.37,Credit Card
TXN-001115,2024-03-09,CUST-00036,Budget,East,Sports,Dumbbells,3,424.55,0.05,1209.97,564.05,645.92,Debit Card
TXN-003661,2024-03-09,CUST-01415,Premium,East,Sports,Running Shoes,4,267.94,0.15,911.0,558.08,352.92,Cash
TXN-005399,2024-03-09,CUST-00765,Budget,West,Sports,Running Shoes,2,254.96,0.24,387.54,232.1,155.44,Credit Card
TXN-008951,2024-03-09,CUST-00791,Budget,Central,Clothing,T-Shirt,5,69.13,0.19,279.98,168.43,111.55,Credit Card
TXN-006681,2024-03-09,CUST-00127,Standard,West,Home & Garden,Plant Pot,1,76.27,0.13,66.35,38.78,27.57,Debit Card
TXN-009876,2024-03-09,CUST-00768,Standard,East,Electronics,Smartwatch,2,1098.73,0.11,1955.74,852.02,1103.72,PayPal
TXN-003558,2024-03-09,CUST-00349,Premium,South,Sports,Tennis Racket,4,372.07,0.0,1488.28,679.6,808.68,Credit Card
TXN-006716,2024-03-09,CUST-00322,Standard,East,Clothing,Jacket,1,112.67,0.28,81.12,37.46,43.66,PayPal
TXN-003570,2024-03-09,CUST-01840,Budget,South,Electronics,Smartphone,4,117.51,0.29,333.73,221.48,112.25,Bank Transfer
TXN-007759,2024-03-09,CUST-01381,Premium,West,Home & Garden,Sofa,4,370.68,0.08,1364.1,745.76,618.34,Cash
TXN-007719,2024-03-09,CUST-00684,Premium,Central,Clothing,T-Shirt,5,31.04,0.22,121.06,78.17,42.89,Cash
TXN-003513,2024-03-09,CUST-01349,Premium,East,Home & Garden,Plant Pot,1,607.9,0.15,516.71,239.58,277.13,Credit Card
TXN-003141,2024-03-09,CUST-01597,Budget,West,Electronics,Smartphone,3,141.08,0.06,397.85,258.52,139.33,Credit Card
TXN-001584,2024-03-09,CUST-00840,Budget,Central,Electronics,Tablet,2,345.0,0.25,517.5,275.84,241.66,Bank Transfer
TXN-007778,2024-03-09,CUST-00593,Premium,South,Home & Garden,Plant Pot,3,748.54,0.27,1639.3,1047.16,592.14,Debit Card
TXN-000200,2024-03-09,CUST-01314,Standard,South,Sports,Running Shoes,4,202.75,0.23,624.47,390.89,233.58,Debit Card
TXN-000661,2024-03-09,CUST-00809,Standard,North,Books,Tech Manual,2,10.23,0.03,19.85,9.64,10.21,Bank Transfer
TXN-004451,2024-03-09,CUST-00765,Premium,East,Electronics,Smartphone,1,131.06,0.12,115.33,59.9,55.43,Cash
TXN-000146,2024-03-09,CUST-00980,Standard,South,Sports,Dumbbells,3,391.83,0.11,1046.19,487.79,558.4,Debit Card
TXN-001724,2024-03-09,CUST-01393,Standard,South,Electronics,Laptop,2,1145.25,0.24,1740.78,1134.09,606.69,Debit Card
TXN-006131,2024-03-09,CUST-01173,Premium,West,Sports,Running Shoes,2,251.74,0.02,493.41,343.76,149.65,PayPal
TXN-003893,2024-03-09,CUST-00539,Premium,West,Books,Biography,2,44.68,0.12,78.64,33.29,45.35,Bank Transfer
TXN-000802,2024-03-09,CUST-01503,Premium,North,Books,Fiction Novel,4,27.99,0.09,101.88,55.33,46.55,Debit Card
TXN-004124,2024-03-09,CUST-00277,Premium,East,Home & Garden,Rug,3,184.7,0.21,437.74,179.55,258.19,Cash
TXN-000480,2024-03-09,CUST-00061,Standard,Central,Home & Garden,Plant Pot,4,160.53,0.15,545.8,321.21,224.59,Credit Card
TXN-002973,2024-03-09,CUST-00648,Standard,West,Home & Garden,Rug,2,261.54,0.26,387.08,200.85,186.23,Bank Transfer
TXN-004687,2024-03-09,CUST-01614,Standard,West,Electronics,Tablet,5,963.73,0.06,4529.53,2642.54,1886.99,Cash
TXN-008315,2024-03-09,CUST-01289,Premium,West,Clothing,Jacket,5,118.34,0.3,414.19,174.92,239.27,Credit Card
TXN-002379,2024-03-10,CUST-01851,Budget,East,Sports,Bicycle,4,478.34,0.22,1492.42,707.84,784.58,Bank Transfer
TXN-005385,2024-03-10,CUST-01384,Standard,North,Clothing,Dress,2,193.23,0.0,386.46,209.7,176.76,PayPal
TXN-005802,2024-03-10,CUST-00817,Standard,North,Home & Garden,Rug,1,382.9,0.27,279.52,132.86,146.66,Credit Card
TXN-001305,2024-03-10,CUST-00571,Premium,North,Books,Fiction Novel,1,21.0,0.14,18.06,8.37,9.69,Bank Transfer
TXN-004869,2024-03-10,CUST-01028,Premium,North,Home & Garden,Plant Pot,2,299.18,0.25,448.77,188.46,260.31,Credit Card
TXN-008068,2024-03-10,CUST-00429,Budget,Central,Electronics,Laptop,5,1027.97,0.04,4934.26,2845.81,2088.45,Bank Transfer
