customer_id,join_date,acquisition_channel,age,loyalty_score,spend_potential,tier,is_active
C-ADV-00385,2023-04-11,Email,35,0.51,11.0,Silver,True
C-ADV-00386,2023-11-11,Email,23,0.14,100.6,Silver,True
C-ADV-00387,2023-03-29,Email,64,0.16,29.61,Gold,True
C-ADV-00388,2023-01-15,Search,20,0.28,6.9,Gold,True
C-ADV-00389,2023-10-20,Direct,57,0.06,40.08,Bronze,False
C-ADV-00390,2023-11-18,Email,36,0.13,837.87,Gold,False
C-ADV-00391,2023-05-06,Direct,37,0.19,39.68,Platinum,True
C-ADV-00392,2023-12-19,Search,28,0.15,160.16,Platinum,False
C-ADV-00393,2023-09-05,Direct,31,0.3,71.32,Gold,True
C-ADV-00394,2023-06-10,Referral,64,0.26,31.74,Gold,False
C-ADV-00395,2023-03-08,Referral,50,0.18,273.75,Bronze,True
C-ADV-00396,2023-05-04,Direct,25,0.5,5.99,Gold,False
C-ADV-00397,2023-05-07,Social Media,24,0.33,43.6,Bronze,True
C-ADV-00398,2023-07-16,Email,44,0.11,173.66,Silver,True
C-ADV-00399,2023-06-17,Email,64,0.25,141.62,Gold,True
C-ADV-00400,2023-03-23,Direct,50,0.3,25.93,Platinum,False
C-ADV-00401,2023-06-07,Direct,19,0.28,31.54,Bronze,False
C-ADV-00402,2023-09-16,Direct,33,0.53,113.6,Silver,True
C-ADV-00403,2023-01-25,Search,36,0.37,16.55,Platinum,False
C-ADV-00404,2023-05-27,Email,18,0.43,228.93,Bronze,False
C-ADV-00405,2023-03-10,Referral,64,0.28,120.72,Gold,False
C-ADV-00406,2023-07-07,Search,43,0.03,119.05,Bronze,True
C-ADV-00407,2023-07-05,Email,36,0.14,40.12,Bronze,False
C-ADV-00408,2023-09-16,Direct,66,0.38,46.46,Gold,True
C-ADV-00409,2023-03-07,Search,43,0.2,143.29,Gold,True
C-ADV-00410,2023-10-13,Referral,66,0.32,34.39,Silver,True
C-ADV-00411,2023-11-05,Email,43,0.2,35.29,Bronze,True
C-ADV-00412,2023-01-20,Social Media,63,0.36,38.02,Gold,False
C-ADV-00413,2023-09-23,Direct,27,0.13,109.61,Silver,True
C-ADV-00414,2023-11-10,Referral,28,0.38,12.35,Platinum,True
C-ADV-00415,2023-10-31,Referral,50,0.1,103.34,Platinum,True
C-ADV-00416,2023-09-01,Search,41,0.47,22.8,Gold,True
C-ADV-00417,2023-08-02,Email,37,0.28,7.54,Bronze,False
C-ADV-00418,2023-05-16,Email,54,0.4,18.03,Silver,True
C-ADV-00419,2023-10-26,Direct,28,0.15,386.97,Platinum,True
C-ADV-00420,2023-12-15,Social Media,20,0.32,11.89,Bronze,True
C-ADV-00421,2023-01-10,Direct,38,0.28,87.16,Platinum,True
C-ADV-00422,2023-07-31,Social Media,44,0.19,48.2,Platinum,True
C-ADV-00423,2023-12-28,Social Media,51,0.07,51.86,Silver,True
C-ADV-00424,2023-12-06,Direct,51,0.12,69.44,Platinum,True
C-ADV-00425,2023-03-30,Direct,52,0.01,68.25,Gold,True
C-ADV-00426,2023-12-13,Referral,57,0.48,175.18,Platinum,True
C-ADV-00427,2023-05-07,Referral,53,0.19,2.89,Gold,True
C-ADV-00428,2023-06-02,Referral,63,0.58,36.24,Silver,False
C-ADV-00429,2023-06-12,Direct,40,0.2,129.33,Gold,True
C-ADV-00430,2023-03-04,Email,61,0.14,91.38,Platinum,False
C-ADV-00431,2023-06-26,Social Media,36,0.3,116.08,Bronze,True
C-ADV-00432,2024-01-01,Search,40,0.31,24.04,Platinum,True
C-ADV-00433,2023-09-03,Social Media,30,0.33,47.25,Gold,True
C-ADV-00434,2023-03-12,Search,57,0.29,56.27,Silver,True
C-ADV-00435,2023-01-26,Email,32,0.36,24.12,Silver,True
C-ADV-00436,2023-02-21,Direct,39,0.23,20.13,Platinum,True
C-ADV-00437,2023-12-15,Social Media,18,0.11,44.98,Silver,False
C-ADV-00438,2023-12-01,Direct,48,0.08,10.46,Silver,True
C-ADV-00439,2023-06-14,Referral,59,0.84,65.62,Bronze,True
C-ADV-00440,2023-11-30,Email,32,0.16,126.9,Bronze,True
C-ADV-00441,2023-08-02,Social Media,20,0.25,862.35,Platinum,False
C-ADV-00442,2023-04-06,Referral,20,0.11,76.34,Bronze,True
C-ADV-00443,2023-10-18,Email,24,0.19,167.51,Gold,True
C-ADV-00444,2023-08-21,Email,51,0.17,23.14,Platinum,True
C-ADV-00445,2023-09-16,Direct,35,0.61,24.06,Silver,True
C-ADV-00446,2023-06-19,Social Media,64,0.5,43.54,Platinum,True
C-ADV-00447,2023-04-06,Search,65,0.35,30.49,Gold,True
C-ADV-00448,2023-10-18,Social Media,29,0.66,92.04,Platinum,False
C-ADV-00449,2023-09-21,Referral,23,0.14,66.51,Platinum,True
C-ADV-00450,2023-04-05,Social Media,48,0.32,82.1,Gold,True
C-ADV-00451,2023-01-04,Referral,42,0.41,5.49,Silver,False
C-ADV-00452,2023-05-17,Referral,37,0.16,187.75,Bronze,True
C-ADV-00453,2023-12-01,Referral,62,0.17,17.48,Silver,True
C-ADV-00454,2023-12-08,Search,47,0.2,26.0,Gold,True
C-ADV-00455,2023-07-27,Email,63,0.28,168.25,Gold,True
C-ADV-00456,2023-11-24,Referral,41,0.59,22.68,Silver,True
C-ADV-00457,2023-03-10,Direct,27,0.08,20.04,Platinum,True
C-ADV-00458,2023-08-01,Email,48,0.12,43.9,Silver,True
C-ADV-00459,2023-12-15,Email,68,0.0,119.65,Bronze,False
C-ADV-00460,2023-09-28,Referral,22,0.35,156.59,Bronze,True
C-ADV-00461,2023-10-08,Email,30,0.14,55.68,Silver,True
C-ADV-00462,2023-06-17,Email,46,0.21,145.6,Bronze,True
C-ADV-00463,2023-10-26,Direct,23,0.26,12.58,Platinum,True
C-ADV-00464,2023-08-21,Social Media,50,0.59,106.72,Platinum,False
C-ADV-00465,2023-10-16,Search,53,0.58,23.84,Platinum,True
C-ADV-00466,2023-01-12,Direct,34,0.22,27.25,Bronze,True
C-ADV-00467,2023-10-24,Search,20,0.26,68.77,Platinum,True
C-ADV-00468,2023-12-25,Search,52,0.29,76.62,Bronze,True
C-ADV-00469,2023-08-30,Search,36,0.21,69.86,Platinum,True
C-ADV-00470,2023-03-11,Direct,41,0.05,103.39,Platinum,False
C-ADV-00471,2023-07-13,Direct,23,0.16,50.6,Silver,True
C-ADV-00472,2023-03-02,Social Media,52,0.12,54.81,Platinum,True
C-ADV-00473,2023-04-25,Search,66,0.07,38.19,Bronze,True
C-ADV-00474,2023-08-26,Email,45,0.79,44.67,Platinum,True
C-ADV-00475,2023-05-07,Direct,40,0.12,98.35,Silver,True
C-ADV-00476,2023-04-07,Search,20,0.24,26.67,Platinum,True
C-ADV-00477,2023-05-04,Social Media,22,0.25,55.65,Bronze,True
C-ADV-00478,2023-08-17,Email,61,0.39,219.75,Bronze,True
C-ADV-00479,2023-01-23,Direct,46,0.3,77.91,Silver,True
C-ADV-00480,2023-01-29,Social Media,50,0.38,27.23,Gold,True
C-ADV-00481,2023-10-22,Referral,54,0.14,71.23,Gold,True
C-ADV-00482,2023-06-04,Social Media,60,0.31,25.59,Silver,False
C-ADV-00483,2023-06-03,Referral,21,0.09,204.65,Silver,False
C-ADV-00484,2023-10-12,Direct,21,0.29,179.82,Gold,False
C-ADV-00485,2023-09-26,Referral,62,0.39,133.3,Platinum,False
C-ADV-00486,2023-03-18,Referral,42,0.21,11.87,Silver,False
C-ADV-00487,2023-05-04,Social Media,37,0.31,108.45,Silver,False
C-ADV-00488,2023-01-30,Email,44,0.03,24.41,Platinum,True
C-ADV-00489,2023-07-18,Social Media,34,0.43,137.23,Silver,True
C-ADV-00490,2023-11-28,Search,46,0.73,31.48,Gold,True
C-ADV-00491,2023-10-02,Social Media,21,0.4,66.62,Gold,False
C-ADV-00492,2023-12-11,Email,56,0.14,21.07,Bronze,True
C-ADV-00493,2023-04-07,Email,64,0.56,75.16,Silver,False
C-ADV-00494,2023-04-17,Referral,37,0.46,19.63,Bronze,True
C-ADV-00495,2023-04-08,Search,65,0.51,9.72,Platinum,True
C-ADV-00496,2023-12-23,Email,63,0.12,97.48,Silver,False
C-ADV-00497,2023-05-03,Email,38,0.41,30.04,Gold,False
C-ADV-00498,2023-08-27,Email,59,0.55,68.62,Gold,True
C-ADV-00499,2023-05-14,Referral,50,0.12,104.63,Platinum,False
C-ADV-00500,2023-02-20,Direct,66,0.05,121.92,Gold,True
C-ADV-00501,2023-07-09,Referral,44,0.49,132.64,Bronze,True
C-ADV-00502,2023-03-16,Search,34,0.4,35.78,Platinum,True
C-ADV-00503,2023-03-20,Social Media,39,0.43,18.17,Silver,False
C-ADV-00504,2023-10-19,Social Media,49,0.33,5.0,Gold,True
C-ADV-00505,2023-09-08,Direct,47,0.2,127.63,Silver,True
C-ADV-00506,2023-03-28,Social Media,64,0.22,66.23,Platinum,True
C-ADV-00507,2023-10-05,Search,51,0.46,28.21,Bronze,True
C-ADV-00508,2023-12-09,Search,66,0.21,20.16,Bronze,False
C-ADV-00509,2023-03-12,Social Media,22,0.26,23.04,Silver,True
C-ADV-00510,2023-04-22,Email,47,0.25,165.93,Gold,True
C-ADV-00511,2023-11-13,Email,48,0.59,63.02,Platinum,True
C-ADV-00512,2023-01-04,Email,53,0.2,184.52,Platinum,True
C-ADV-00513,2023-01-09,Email,64,0.18,9.9,Gold,True
C-ADV-00514,2023-01-09,Email,70,0.21,218.6,Platinum,True
C-ADV-00515,2023-02-24,Search,51,0.48,14.5,Silver,True
C-ADV-00516,2023-04-09,Email,51,0.27,14.46,Gold,True
C-ADV-00517,2023-05-17,Direct,23,0.3,21.67,Gold,False
C-ADV-00518,2023-08-24,Email,33,0.09,23.84,Silver,True
C-ADV-00519,2023-12-17,Search,59,0.24,20.01,Bronze,True
C-ADV-00520,2023-07-27,Direct,42,0.24,50.23,Platinum,True
C-ADV-00521,2023-11-23,Search,62,0.17,208.61,Silver,True
C-ADV-00522,2023-09-13,Direct,59,0.34,105.17,Gold,True
C-ADV-00523,2023-09-28,Search,32,0.06,76.75,Silver,False
C-ADV-00524,2023-05-19,Search,22,0.43,57.04,Gold,True
C-ADV-00525,2023-04-02,Referral,19,0.18,51.31,Silver,True
C-ADV-00526,2023-12-31,Direct,22,0.18,23.0,Gold,True
C-ADV-00527,2023-10-16,Social Media,54,0.25,124.72,Platinum,True
C-ADV-00528,2023-07-16,Social Media,68,0.57,261.97,Bronze,True
C-ADV-00529,2023-01-28,Search,45,0.52,71.06,Silver,True
C-ADV-00530,2023-06-24,Email,67,0.27,27.15,Platinum,True
C-ADV-00531,2023-01-16,Referral,68,0.15,26.69,Platinum,False
C-ADV-00532,2023-04-27,Referral,53,0.4,82.09,Platinum,False
C-ADV-00533,2023-04-06,Email,60,0.32,114.74,Platinum,True
C-ADV-00534,2023-11-13,Referral,69,0.4,45.37,Silver,True
C-ADV-00535,2023-02-12,Referral,27,0.12,580.49,Platinum,True
C-ADV-00536,2023-07-19,Referral,41,0.42,464.7,Bronze,True
C-ADV-00537,2023-01-03,Referral,46,0.2,304.72,Gold,True
C-ADV-00538,2023-02-22,Social Media,23,0.33,33.82,Silver,False
C-ADV-00539,2023-08-18,Email,53,0.05,8.01,Platinum,True
C-ADV-00540,2023-01-14,Search,40,0.39,313.95,Bronze,True
C-ADV-00541,2023-07-17,Search,36,0.14,41.27,Platinum,False
C-ADV-00542,2023-02-13,Email,33,0.47,27.27,Silver,False
C-ADV-00543,2023-03-28,Social Media,35,0.44,23.92,Gold,True
C-ADV-00544,2023-09-10,Social Media,22,0.02,27.99,Silver,False
C-ADV-00545,2023-05-22,Direct,37,0.43,75.78,Platinum,True
C-ADV-00546,2023-07-04,Referral,33,0.37,158.36,Platinum,True
C-ADV-00547,2023-08-23,Search,26,0.03,39.9,Gold,True
C-ADV-00548,2023-07-22,Referral,57,0.27,18.12,Platinum,True
C-ADV-00549,2023-08-14,Referral,45,0.27,21.79,Silver,True
C-ADV-00550,2023-06-14,Email,62,0.16,41.22,Silver,False
C-ADV-00551,2023-06-10,Social Media,43,0.35,40.11,Gold,True
C-ADV-00552,2023-12-22,Direct,54,0.07,26.13,Silver,True
C-ADV-00553,2023-07-12,Referral,70,0.11,440.73,Platinum,True
C-ADV-00554,2023-02-28,Email,30,0.77,54.62,Silver,True
C-ADV-00555,2023-08-25,Social Media,46,0.08,137.59,Gold,True
C-ADV-00556,2023-07-29,Direct,26,0.41,84.22,Gold,True
C-ADV-00557,2023-05-10,Social Media,63,0.11,43.18,Platinum,False
C-ADV-00558,2023-02-07,Direct,56,0.01,52.16,Platinum,False
C-ADV-00559,2023-10-01,Email,62,0.09,147.95,Platinum,True
C-ADV-00560,2023-07-04,Email,56,0.44,6.78,Bronze,True
C-ADV-00561,2023-05-08,Referral,28,0.38,44.57,Bronze,False
C-ADV-00562,2023-06-19,Direct,24,0.18,41.44,Bronze,True
C-ADV-00563,2023-05-13,Social Media,50,0.48,67.44,Silver,False
C-ADV-00564,2023-07-11,Direct,47,0.14,18.58,Silver,True
C-ADV-00565,2023-01-13,Direct,24,0.21,45.4,Gold,False
C-ADV-00566,2023-02-13,Search,64,0.56,44.3,Silver,True
C-ADV-00567,2023-06-09,Referral,47,0.5,106.52,Silver,False
C-ADV-00568,2023-06-28,Direct,24,0.43,17.39,Platinum,False
C-ADV-00569,2023-06-13,Search,37,0.17,109.72,Bronze,True
C-ADV-00570,2023-01-12,Referral,59,0.3,93.82,Bronze,True
C-ADV-00571,2023-05-05,Email,29,0.46,139.95,Silver,True
C-ADV-00572,2023-10-14,Direct,47,0.38,29.07,Silver,False
C-ADV-00573,2023-11-19,Social Media,29,0.15,13.39,Platinum,False
C-ADV-00574,2023-01-15,Email,30,0.09,173.45,Platinum,False
C-ADV-00575,2023-07-19,Search,63,0.26,128.32,Silver,True
C-ADV-00576,2023-05-23,Search,54,0.28,24.11,Bronze,True
C-ADV-00577,2023-07-07,Referral,30,0.15,13.91,Platinum,True
C-ADV-00578,2023-05-15,Direct,51,0.37,21.13,Gold,False
C-ADV-00579,2023-11-09,Direct,55,0.44,11.42,Bronze,True
C-ADV-00580,2023-06-30,Direct,57,0.06,106.78,Silver,True
C-ADV-00581,2023-11-11,Email,23,0.2,74.9,Silver,True
C-ADV-00582,2023-03-02,Social Media,37,0.16,174.41,Bronze,True
C-ADV-00583,2023-07-11,Social Media,50,0.23,42.77,Platinum,False
C-ADV-00584,2023-11-02,Social Media,54,0.52,16.42,Platinum,False
C-ADV-00585,2023-04-06,Direct,58,0.31,206.22,Silver,True
C-ADV-00586,2023-09-08,Referral,26,0.25,279.76,Silver,True
C-ADV-00587,2023-08-19,Email,21,0.12,90.0,Gold,True
C-ADV-00588,2023-09-06,Social Media,30,0.09,95.63,Platinum,False
C-ADV-00589,2023-07-29,Direct,44,0.28,385.35,Platinum,False
C-ADV-00590,2023-03-27,Search,54,0.15,46.51,Bronze,True
C-ADV-00591,2023-05-30,Search,35,0.55,25.98,Silver,True
C-ADV-00592,2023-03-28,Direct,54,0.31,79.32,Platinum,True
C-ADV-00593,2023-10-21,Search,35,0.62,258.31,Gold,True
C-ADV-00594,2023-08-14,Email,31,0.52,1166.71,Platinum,True
C-ADV-00595,2023-12-01,Social Media,37,0.43,315.92,Bronze,False
C-ADV-00596,2023-05-15,Referral,70,0.6,47.04,Bronze,False
C-ADV-00597,2023-03-02,Social Media,31,0.09,102.47,Gold,False
C-ADV-00598,2023-03-26,Email,26,0.13,58.84,Silver,True
C-ADV-00599,2023-01-31,Email,40,0.2,44.44,Gold,True
C-ADV-00600,2023-06-15,Referral,36,0.21,26.98,Gold,True
C-ADV-00601,2023-03-11,Direct,21,0.21,51.33,Gold,True
C-ADV-00602,2023-12-26,Social Media,33,0.41,156.32,Silver,True
C-ADV-00603,2023-05-07,Direct,49,0.22,34.6,Silver,True
C-ADV-00604,2023-11-18,Direct,42,0.33,76.1,Platinum,True
C-ADV-00605,2023-11-21,Search,43,0.35,38.11,Gold,True
C-ADV-00606,2023-08-21,Direct,38,0.45,55.59,Bronze,True
C-ADV-00607,2023-08-23,Referral,22,0.46,136.37,Platinum,True
C-ADV-00608,2023-08-08,Social Media,49,0.29,5.36,Gold,True
C-ADV-00609,2023-05-26,Referral,53,0.44,80.95,Silver,False
C-ADV-00610,2023-06-25,Search,20,0.08,33.14,Bronze,False
C-ADV-00611,2023-01-09,Search,28,0.15,141.38,Platinum,False
C-ADV-00612,2023-01-01,Direct,30,0.25,7.66,Silver,True
C-ADV-00613,2023-03-23,Referral,23,0.25,366.55,Gold,True
C-ADV-00614,2023-02-12,Referral,60,0.66,105.71,Silver,True
C-ADV-00615,2023-07-22,Referral,64,0.63,30.3,Silver,False
C-ADV-00616,2023-12-02,Search,63,0.12,35.5,Bronze,True
C-ADV-00617,2023-04-20,Direct,22,0.11,26.63,Silver,True
C-ADV-00618,2023-09-23,Direct,18,0.2,87.21,Bronze,True
C-ADV-00619,2023-03-03,Direct,62,0.09,23.6,Silver,False
C-ADV-00620,2023-02-06,Social Media,42,0.13,79.46,Bronze,True
C-ADV-00621,2023-02-22,Referral,41,0.15,52.93,Gold,True
C-ADV-00622,2023-07-15,Social Media,59,0.18,26.24,Silver,True
C-ADV-00623,2023-09-29,Email,18,0.08,3.5,Silver,False
C-ADV-00624,2023-06-29,Social Media,58,0.13,37.89,Silver,False
C-ADV-00625,2023-11-12,Direct,31,0.57,90.76,Bronze,True
C-ADV-00626,2023-03-13,Search,55,0.74,32.72,Platinum,True
C-ADV-00627,2023-08-08,Referral,68,0.2,30.88,Silver,True
C-ADV-00628,2023-05-22,Search,33,0.41,31.62,Gold,True
C-ADV-00629,2023-12-04,Referral,31,0.13,26.29,Silver,False
C-ADV-00630,2023-06-01,Search,68,0.31,61.18,Silver,False
C-ADV-00631,2023-07-17,Search,33,0.18,44.94,Platinum,True
C-ADV-00632,2023-09-28,Search,41,0.21,66.41,Gold,True
C-ADV-00633,2023-07-18,Email,44,0.39,22.44,Gold,True
C-ADV-00634,2023-08-30,Search,19,0.31,154.22,Bronze,True
C-ADV-00635,2023-05-15,Social Media,20,0.19,147.91,Bronze,False
C-ADV-00636,2023-09-17,Referral,58,0.23,17.21,Platinum,False
C-ADV-00637,2023-12-26,Direct,23,0.45,59.45,Silver,True
C-ADV-00638,2023-02-12,Referral,23,0.0,37.63,Silver,True
C-ADV-00639,2023-10-02,Referral,43,0.21,21.14,Bronze,True
C-ADV-00640,2023-12-24,Direct,64,0.55,98.88,Silver,True
C-ADV-00641,2023-05-06,Search,45,0.19,185.51,Bronze,False
C-ADV-00642,2023-11-10,Email,21,0.21,302.68,Gold,True
C-ADV-00643,2023-03-03,Search,63,0.05,135.82,Silver,True
C-ADV-00644,2023-03-25,Direct,40,0.21,190.84,Gold,True
C-ADV-00645,2023-07-10,Social Media,65,0.2,10.43,Gold,True
C-ADV-00646,2023-01-16,Referral,69,0.11,90.59,Platinum,True
C-ADV-00647,2023-09-26,Search,34,0.06,99.7,Bronze,False
C-ADV-00648,2023-08-22,Email,41,0.17,9.54,Bronze,False
C-ADV-00649,2023-10-18,Social Media,41,0.61,23.09,Silver,True
C-ADV-00650,2023-02-22,Email,61,0.31,13.24,Bronze,True
C-ADV-00651,2023-09-18,Search,20,0.26,34.09,Bronze,True
C-ADV-00652,2023-01-24,Direct,41,0.03,18.58,Platinum,True
C-ADV-00653,2023-04-02,Search,53,0.32,3.22,Platinum,True
C-ADV-00654,2023-06-14,Social Media,44,0.31,24.72,Gold,True
C-ADV-00655,2023-02-09,Email,41,0.02,85.56,Bronze,True
C-ADV-00656,2023-04-02,Social Media,69,0.31,64.11,Bronze,False
C-ADV-00657,2023-02-05,Direct,36,0.3,64.75,Gold,True
C-ADV-00658,2023-02-14,Email,47,0.41,43.97,Bronze,True
C-ADV-00659,2023-04-13,Referral,54,0.11,39.01,Gold,True
C-ADV-00660,2023-08-26,Referral,55,0.04,18.74,Platinum,True
C-ADV-00661,2023-10-07,Social Media,27,0.07,66.98,Bronze,False
C-ADV-00662,2023-01-13,Social Media,52,0.24,16.45,Gold,True
C-ADV-00663,2023-06-21,Search,66,0.39,75.31,Platinum,True
C-ADV-00664,2023-02-23,Social Media,51,0.34,214.95,Silver,False
C-ADV-00665,2023-09-09,Search,27,0.46,279.18,Gold,True
C-ADV-00666,2023-01-23,Social Media,51,0.57,63.55,Platinum,True
C-ADV-00667,2023-08-23,Search,55,0.71,17.86,Bronze,True
C-ADV-00668,2023-11-23,Direct,22,0.42,107.01,Bronze,False
C-ADV-00669,2023-12-06,Social Media,33,0.06,83.06,Gold,True
C-ADV-00670,2023-06-11,Direct,62,0.61,209.91,Gold,True
C-ADV-00671,2023-08-20,Referral,32,0.11,159.27,Bronze,True
C-ADV-00672,2023-03-11,Email,24,0.47,5.77,Silver,True
C-ADV-00673,2023-03-26,Direct,47,0.49,16.29,Gold,False
C-ADV-00674,2023-03-03,Email,40,0.16,17.59,Silver,False
C-ADV-00675,2023-06-07,Direct,34,0.27,38.17,Bronze,True
C-ADV-00676,2023-03-22,Referral,70,0.19,38.14,Bronze,True
C-ADV-00677,2023-06-17,Social Media,23,0.26,52.58,Silver,True
C-ADV-00678,2023-07-22,Email,21,0.32,19.7,Gold,True
C-ADV-00679,2023-03-31,Search,43,0.32,6.51,Platinum,True
C-ADV-00680,2023-02-18,Direct,24,0.48,103.1,Silver,True
C-ADV-00681,2023-01-07,Search,67,0.19,22.27,Silver,True
C-ADV-00682,2023-04-12,Direct,41,0.46,7.91,Bronze,True
C-ADV-00683,2023-02-08,Search,22,0.28,60.91,Silver,False
C-ADV-00684,2023-03-07,Search,69,0.29,24.38,Gold,True
C-ADV-00685,2023-01-22,Direct,21,0.11,63.95,Silver,False
C-ADV-00686,2023-07-22,Direct,19,0.6,92.15,Platinum,False
C-ADV-00687,2023-03-30,Referral,31,0.31,25.73,Silver,True
C-ADV-00688,2023-05-24,Direct,27,0.52,37.51,Bronze,True
C-ADV-00689,2023-11-28,Referral,49,0.54,206.56,Platinum,False
C-ADV-00690,2023-02-01,Search,35,0.22,100.01,Platinum,True
C-ADV-00691,2023-08-03,Social Media,59,0.48,111.31,Silver,True
C-ADV-00692,2023-07-15,Referral,48,0.05,171.5,Platinum,True
C-ADV-00693,2023-10-17,Email,38,0.28,83.55,Platinum,True
C-ADV-00694,2023-04-03,Search,38,0.45,106.0,Silver,True
C-ADV-00695,2023-05-24,Search,69,0.11,85.73,Platinum,True
C-ADV-00696,2023-10-27,Social Media,28,0.25,9.77,Bronze,True
C-ADV-00697,2023-12-03,Social Media,35,0.62,112.33,Bronze,True
C-ADV-00698,2023-10-22,Direct,40,0.52,159.63,Silver,True
C-ADV-00699,2023-05-02,Email,38,0.41,190.49,Gold,True
C-ADV-00700,2023-12-27,Referral,54,0.19,45.35,Silver,True
C-ADV-00701,2023-09-10,Email,37,0.32,369.23,Silver,False
C-ADV-00702,2023-01-20,Search,21,0.26,276.5,Silver,True
C-ADV-00703,2023-01-11,Email,48,0.75,157.39,Bronze,True
C-ADV-00704,2023-11-11,Social Media,69,0.13,365.61,Silver,True
C-ADV-00705,2023-04-01,Referral,21,0.24,157.29,Bronze,True
C-ADV-00706,2023-10-28,Social Media,67,0.23,104.86,Bronze,True
C-ADV-00707,2023-02-07,Referral,63,0.12,57.17,Platinum,True
C-ADV-00708,2023-06-22,Referral,38,0.6,25.53,Silver,True
C-ADV-00709,2023-08-12,Direct,59,0.23,112.3,Gold,True
C-ADV-00710,2023-12-29,Email,62,0.13,100.32,Gold,True
C-ADV-00711,2023-12-07,Email,70,0.86,131.16,Silver,False
C-ADV-00712,2023-06-07,Referral,26,0.11,52.9,Silver,True
C-ADV-00713,2023-12-26,Email,43,0.2,76.56,Bronze,True
C-ADV-00714,2023-11-05,Referral,69,0.3,24.72,Silver,True
C-ADV-00715,2023-09-12,Social Media,39,0.19,19.57,Bronze,True
C-ADV-00716,2023-06-27,Referral,28,0.34,115.01,Bronze,True
C-ADV-00717,2023-08-17,Search,34,0.29,19.79,Silver,True
C-ADV-00718,2023-12-21,Search,40,0.24,702.53,Gold,True
C-ADV-00719,2023-01-01,Search,42,0.16,22.11,Platinum,False
C-ADV-00720,2023-03-27,Direct,49,0.52,391.84,Platinum,True
C-ADV-00721,2023-10-07,Direct,24,0.19,11.64,Platinum,True
C-ADV-00722,2023-03-25,Direct,22,0.21,32.49,Bronze,True
C-ADV-00723,2023-01-11,Referral,34,0.52,329.1,Bronze,True
C-ADV-00724,2023-06-25,Social Media,42,0.22,185.62,Silver,True
C-ADV-00725,2023-10-08,Search,39,0.12,267.89,Platinum,True
C-ADV-00726,2023-08-09,Social Media,56,0.41,45.54,Platinum,True
C-ADV-00727,2023-01-28,Search,39,0.16,20.5,Silver,True
C-ADV-00728,2023-07-29,Email,64,0.05,44.11,Gold,True
C-ADV-00729,2023-06-02,Social Media,24,0.5,385.01,Bronze,False
C-ADV-00730,2023-10-20,Email,49,0.24,629.28,Silver,True
C-ADV-00731,2023-07-04,Search,45,0.36,19.61,Bronze,True
C-ADV-00732,2023-12-05,Email,48,0.13,59.19,Silver,True
C-ADV-00733,2023-01-14,Social Media,28,0.15,152.47,Gold,True
C-ADV-00734,2023-08-31,Search,37,0.19,44.51,Platinum,False
C-ADV-00735,2023-09-08,Referral,23,0.39,50.62,Platinum,True
C-ADV-00736,2023-07-09,Direct,41,0.15,181.72,Silver,False
C-ADV-00737,2023-01-23,Referral,46,0.16,36.44,Platinum,True
C-ADV-00738,2023-04-26,Referral,54,0.12,95.54,Bronze,True
C-ADV-00739,2023-12-23,Search,23,0.13,4.34,Gold,False
C-ADV-00740,2023-10-29,Social Media,53,0.25,30.27,Bronze,False
C-ADV-00741,2023-09-25,Direct,52,0.22,23.76,Platinum,True
C-ADV-00742,2023-09-01,Referral,23,0.34,40.71,Platinum,True
C-ADV-00743,2023-09-15,Email,51,0.07,82.95,Silver,True
C-ADV-00744,2023-08-18,Social Media,28,0.5,188.89,Silver,True
C-ADV-00745,2023-03-06,Search,45,0.3,49.51,Bronze,False
C-ADV-00746,2023-04-14,Social Media,56,0.07,221.49,Gold,True
C-ADV-00747,2023-02-04,Search,42,0.28,17.44,Platinum,True
C-ADV-00748,2023-05-22,Email,47,0.11,31.87,Bronze,False
C-ADV-00749,2023-02-27,Direct,27,0.66,425.38,Silver,True
C-ADV-00750,2023-02-24,Email,67,0.22,61.96,Bronze,True
C-ADV-00751,2023-10-02,Referral,44,0.15,151.95,Gold,False
C-ADV-00752,2023-12-02,Direct,54,0.5,33.52,Platinum,True
C-ADV-00753,2023-03-30,Referral,43,0.4,50.36,Silver,False
C-ADV-00754,2023-01-20,Direct,39,0.06,75.13,Silver,True
C-ADV-00755,2023-09-01,Referral,41,0.21,6.65,Bronze,True
C-ADV-00756,2023-06-05,Referral,35,0.06,60.97,Platinum,True
C-ADV-00757,2023-04-27,Social Media,37,0.45,11.05,Platinum,True
C-ADV-00758,2023-05-18,Direct,56,0.26,22.25,Bronze,True
C-ADV-00759,2023-08-15,Social Media,70,0.09,57.47,Platinum,False
C-ADV-00760,2023-09-22,Referral,70,0.08,160.44,Bronze,True
C-ADV-00761,2023-02-03,Referral,63,0.73,24.64,Platinum,True
C-ADV-00762,2023-09-26,Email,19,0.63,164.69,Silver,True
C-ADV-00763,2023-04-13,Search,33,0.07,30.51,Bronze,False
C-ADV-00764,2023-01-26,Referral,63,0.37,32.41,Silver,True
C-ADV-00765,2023-07-08,Direct,50,0.31,444.01,Platinum,True
C-ADV-00766,2023-12-15,Search,33,0.38,29.25,Gold,False
C-ADV-00767,2023-11-01,Direct,29,0.53,108.53,Platinum,True
C-ADV-00768,2023-06-26,Social Media,34,0.53,29.61,Bronze,True
