transaction_id,customer_id,date,amount,category
T-ADV-044153,C-ADV-02599,2024-01-02,15.65,Health
T-ADV-009480,C-ADV-00571,2024-01-02,162.05,Tech
T-ADV-050384,C-ADV-02969,2024-01-02,129.57,Fashion
T-ADV-021166,C-ADV-01257,2024-01-02,21.33,Home
T-ADV-015337,C-ADV-00912,2024-01-02,985.32,Fashion
T-ADV-031415,C-ADV-01849,2024-01-02,17.99,Tech
T-ADV-047926,C-ADV-02828,2024-01-02,137.42,Fashion
T-ADV-030848,C-ADV-01810,2024-01-02,57.28,Fashion
T-ADV-034309,C-ADV-02019,2024-01-02,66.59,Tech
T-ADV-020854,C-ADV-01241,2024-01-02,76.7,Home
T-ADV-046678,C-ADV-02753,2024-01-02,34.53,Tech
T-ADV-013676,C-ADV-00813,2024-01-02,136.65,Health
T-ADV-011804,C-ADV-00703,2024-01-02,215.98,Fashion
T-ADV-020693,C-ADV-01229,2024-01-02,51.32,Health
T-ADV-018287,C-ADV-01090,2024-01-02,8.82,Fashion
T-ADV-024128,C-ADV-01431,2024-01-02,82.77,Grocery
T-ADV-032382,C-ADV-01902,2024-01-02,73.6,Health
T-ADV-017609,C-ADV-01050,2024-01-02,59.78,Tech
T-ADV-033053,C-ADV-01945,2024-01-02,19.08,Health
T-ADV-041193,C-ADV-02419,2024-01-02,119.26,Grocery
T-ADV-044250,C-ADV-02604,2024-01-02,19.02,Health
T-ADV-019003,C-ADV-01133,2024-01-02,112.09,Grocery
T-ADV-024976,C-ADV-01481,2024-01-02,263.79,Grocery
T-ADV-017012,C-ADV-01012,2024-01-02,44.31,Home
T-ADV-033354,C-ADV-01963,2024-01-02,73.63,Health
T-ADV-022341,C-ADV-01335,2024-01-02,66.27,Tech
T-ADV-038180,C-ADV-02242,2024-01-02,106.73,Health
T-ADV-041020,C-ADV-02410,2024-01-02,29.66,Health
T-ADV-030163,C-ADV-01772,2024-01-02,71.99,Health
T-ADV-050353,C-ADV-02967,2024-01-02,257.9,Fashion
T-ADV-026759,C-ADV-01578,2024-01-02,27.09,Home
T-ADV-022820,C-ADV-01362,2024-01-02,775.74,Health
T-ADV-018412,C-ADV-01098,2024-01-02,106.02,Grocery
T-ADV-019455,C-ADV-01156,2024-01-02,46.97,Tech
T-ADV-000172,C-ADV-00013,2024-01-02,46.73,Fashion
T-ADV-025697,C-ADV-01521,2024-01-02,68.62,Health
T-ADV-048193,C-ADV-02845,2024-01-02,5.54,Tech
T-ADV-001446,C-ADV-00087,2024-01-02,275.42,Tech
T-ADV-014289,C-ADV-00852,2024-01-02,81.95,Tech
T-ADV-001494,C-ADV-00090,2024-01-02,20.72,Health
T-ADV-010844,C-ADV-00654,2024-01-02,43.88,Home
T-ADV-018211,C-ADV-01086,2024-01-02,240.74,Fashion
T-ADV-039776,C-ADV-02335,2024-01-02,277.47,Health
T-ADV-019280,C-ADV-01147,2024-01-02,67.86,Tech
T-ADV-046775,C-ADV-02758,2024-01-02,13.76,Tech
T-ADV-014094,C-ADV-00841,2024-01-02,40.15,Fashion
T-ADV-031244,C-ADV-01835,2024-01-02,55.33,Grocery
T-ADV-033715,C-ADV-01987,2024-01-02,72.34,Home
T-ADV-005537,C-ADV-00336,2024-01-02,29.85,Health
T-ADV-032749,C-ADV-01926,2024-01-02,489.08,Health
T-ADV-039514,C-ADV-02317,2024-01-02,86.99,Fashion
T-ADV-022444,C-ADV-01341,2024-01-02,107.56,Tech
T-ADV-016711,C-ADV-00995,2024-01-02,43.24,Health
T-ADV-005398,C-ADV-00324,2024-01-02,116.69,Home
T-ADV-013320,C-ADV-00790,2024-01-02,88.34,Grocery
T-ADV-012384,C-ADV-00740,2024-01-02,15.96,Fashion
T-ADV-004374,C-ADV-00265,2024-01-02,89.75,Fashion
T-ADV-009038,C-ADV-00545,2024-01-02,39.19,Health
T-ADV-038075,C-ADV-02236,2024-01-02,61.16,Grocery
T-ADV-006267,C-ADV-00382,2024-01-02,99.41,Fashion
T-ADV-043286,C-ADV-02547,2024-01-02,133.97,Fashion
T-ADV-024275,C-ADV-01442,2024-01-02,39.05,Home
T-ADV-005050,C-ADV-00305,2024-01-02,36.25,Grocery
T-ADV-004433,C-ADV-00268,2024-01-02,146.14,Home
T-ADV-007210,C-ADV-00439,2024-01-02,99.52,Fashion
T-ADV-045357,C-ADV-02673,2024-01-02,121.6,Fashion
T-ADV-006990,C-ADV-00427,2024-01-02,3.47,Grocery
T-ADV-044441,C-ADV-02614,2024-01-02,722.78,Health
T-ADV-005440,C-ADV-00328,2024-01-02,165.5,Grocery
T-ADV-009106,C-ADV-00549,2024-01-02,25.45,Fashion
T-ADV-014696,C-ADV-00873,2024-01-02,9.82,Home
T-ADV-036814,C-ADV-02161,2024-01-02,20.0,Home
T-ADV-043239,C-ADV-02545,2024-01-02,58.86,Grocery
T-ADV-027190,C-ADV-01604,2024-01-02,45.41,Health
T-ADV-014057,C-ADV-00839,2024-01-02,123.69,Grocery
T-ADV-009256,C-ADV-00560,2024-01-02,7.16,Health
T-ADV-022684,C-ADV-01355,2024-01-02,102.98,Tech
T-ADV-015490,C-ADV-00921,2024-01-02,26.45,Health
T-ADV-018577,C-ADV-01107,2024-01-02,201.46,Fashion
T-ADV-020644,C-ADV-01227,2024-01-02,361.93,Health
T-ADV-020214,C-ADV-01201,2024-01-02,23.43,Tech
T-ADV-011892,C-ADV-00709,2024-01-02,206.79,Health
T-ADV-036954,C-ADV-02172,2024-01-02,13.81,Fashion
T-ADV-050542,C-ADV-02976,2024-01-02,105.57,Fashion
T-ADV-014562,C-ADV-00867,2024-01-02,17.55,Health
T-ADV-018508,C-ADV-01102,2024-01-02,103.22,Health
T-ADV-050081,C-ADV-02950,2024-01-02,96.98,Grocery
T-ADV-021560,C-ADV-01283,2024-01-02,105.51,Home
T-ADV-044042,C-ADV-02592,2024-01-02,34.49,Grocery
T-ADV-005947,C-ADV-00364,2024-01-02,19.97,Fashion
T-ADV-005137,C-ADV-00309,2024-01-02,14.39,Tech
T-ADV-005793,C-ADV-00353,2024-01-02,13.96,Home
T-ADV-037263,C-ADV-02190,2024-01-02,55.51,Fashion
T-ADV-044634,C-ADV-02627,2024-01-02,693.17,Fashion
T-ADV-012761,C-ADV-00762,2024-01-02,264.36,Grocery
T-ADV-026208,C-ADV-01546,2024-01-02,397.73,Tech
T-ADV-013558,C-ADV-00804,2024-01-02,28.31,Fashion
T-ADV-019048,C-ADV-01136,2024-01-02,320.02,Health
T-ADV-033382,C-ADV-01965,2024-01-02,221.51,Grocery
T-ADV-027466,C-ADV-01618,2024-01-02,384.85,Home
T-ADV-010047,C-ADV-00604,2024-01-02,150.8,Grocery
T-ADV-000733,C-ADV-00046,2024-01-02,23.2,Grocery
T-ADV-035227,C-ADV-02071,2024-01-02,76.03,Health
T-ADV-003380,C-ADV-00207,2024-01-02,282.95,Health
T-ADV-033388,C-ADV-01965,2024-01-02,218.79,Health
T-ADV-028871,C-ADV-01694,2024-01-03,364.76,Home
T-ADV-006755,C-ADV-00411,2024-01-03,60.65,Grocery
T-ADV-029032,C-ADV-01702,2024-01-03,64.96,Grocery
T-ADV-047173,C-ADV-02783,2024-01-03,305.0,Health
T-ADV-011626,C-ADV-00696,2024-01-03,11.61,Grocery
T-ADV-017029,C-ADV-01013,2024-01-03,174.52,Health
T-ADV-032482,C-ADV-01908,2024-01-03,131.1,Tech
T-ADV-017216,C-ADV-01025,2024-01-03,49.77,Health
T-ADV-044824,C-ADV-02642,2024-01-03,91.44,Home
T-ADV-006622,C-ADV-00403,2024-01-03,10.42,Health
T-ADV-043926,C-ADV-02585,2024-01-03,579.98,Health
T-ADV-011884,C-ADV-00708,2024-01-03,17.72,Health
T-ADV-035123,C-ADV-02066,2024-01-03,149.07,Home
T-ADV-039576,C-ADV-02322,2024-01-03,200.43,Health
T-ADV-029680,C-ADV-01740,2024-01-03,196.33,Grocery
T-ADV-034851,C-ADV-02049,2024-01-03,66.82,Tech
T-ADV-005080,C-ADV-00307,2024-01-03,174.45,Tech
T-ADV-021011,C-ADV-01249,2024-01-03,71.24,Fashion
T-ADV-000475,C-ADV-00033,2024-01-03,49.17,Health
T-ADV-016517,C-ADV-00985,2024-01-03,76.7,Home
T-ADV-047370,C-ADV-02794,2024-01-03,20.43,Tech
T-ADV-022894,C-ADV-01366,2024-01-03,27.82,Fashion
T-ADV-048021,C-ADV-02833,2024-01-03,91.39,Tech
T-ADV-038627,C-ADV-02268,2024-01-03,53.9,Fashion
T-ADV-020483,C-ADV-01219,2024-01-03,274.96,Fashion
T-ADV-043134,C-ADV-02539,2024-01-03,29.26,Tech
T-ADV-008332,C-ADV-00503,2024-01-03,34.85,Grocery
T-ADV-003340,C-ADV-00205,2024-01-03,68.33,Health
T-ADV-015546,C-ADV-00924,2024-01-03,72.65,Grocery
T-ADV-002233,C-ADV-00129,2024-01-03,148.76,Health
T-ADV-033468,C-ADV-01970,2024-01-03,51.12,Home
T-ADV-042521,C-ADV-02504,2024-01-03,124.5,Fashion
T-ADV-001481,C-ADV-00089,2024-01-03,42.33,Fashion
T-ADV-008899,C-ADV-00536,2024-01-03,454.22,Health
T-ADV-025538,C-ADV-01511,2024-01-03,47.42,Tech
T-ADV-032174,C-ADV-01891,2024-01-03,265.64,Health
T-ADV-035485,C-ADV-02085,2024-01-03,21.02,Health
T-ADV-008962,C-ADV-00540,2024-01-03,457.75,Grocery
T-ADV-008978,C-ADV-00541,2024-01-03,41.32,Grocery
T-ADV-027137,C-ADV-01601,2024-01-03,17.68,Grocery
T-ADV-040231,C-ADV-02363,2024-01-03,90.99,Health
T-ADV-016838,C-ADV-01000,2024-01-03,82.27,Fashion
T-ADV-009844,C-ADV-00593,2024-01-03,178.34,Grocery
T-ADV-033000,C-ADV-01941,2024-01-03,110.17,Health
T-ADV-039502,C-ADV-02316,2024-01-03,58.53,Grocery
T-ADV-024591,C-ADV-01459,2024-01-03,199.97,Grocery
T-ADV-012397,C-ADV-00741,2024-01-03,23.81,Grocery
T-ADV-003055,C-ADV-00188,2024-01-03,167.64,Health
T-ADV-026487,C-ADV-01563,2024-01-03,4.31,Grocery
T-ADV-027212,C-ADV-01605,2024-01-03,105.72,Fashion
T-ADV-005786,C-ADV-00352,2024-01-03,303.03,Health
T-ADV-007812,C-ADV-00476,2024-01-03,40.13,Fashion
T-ADV-018507,C-ADV-01102,2024-01-03,176.86,Home
T-ADV-040490,C-ADV-02377,2024-01-03,293.75,Home
T-ADV-042669,C-ADV-02510,2024-01-03,52.76,Tech
T-ADV-028045,C-ADV-01647,2024-01-03,125.37,Tech
T-ADV-008254,C-ADV-00498,2024-01-03,99.98,Home
T-ADV-006295,C-ADV-00383,2024-01-03,15.76,Home
T-ADV-008038,C-ADV-00490,2024-01-03,32.9,Fashion
T-ADV-035682,C-ADV-02096,2024-01-03,79.49,Tech
T-ADV-010365,C-ADV-00624,2024-01-03,19.69,Tech
T-ADV-037450,C-ADV-02201,2024-01-03,37.71,Fashion
T-ADV-024054,C-ADV-01429,2024-01-03,99.06,Home
T-ADV-008421,C-ADV-00507,2024-01-03,55.25,Home
T-ADV-010645,C-ADV-00640,2024-01-03,166.0,Tech
T-ADV-011134,C-ADV-00670,2024-01-03,129.58,Health
T-ADV-045245,C-ADV-02667,2024-01-03,27.22,Health
T-ADV-037876,C-ADV-02225,2024-01-03,64.48,Fashion
T-ADV-048991,C-ADV-02890,2024-01-03,121.88,Tech
T-ADV-008507,C-ADV-00512,2024-01-03,304.69,Home
T-ADV-001612,C-ADV-00095,2024-01-03,98.73,Tech
T-ADV-044380,C-ADV-02611,2024-01-03,111.39,Home
T-ADV-029494,C-ADV-01728,2024-01-03,172.28,Tech
T-ADV-010209,C-ADV-00613,2024-01-03,320.38,Tech
T-ADV-036422,C-ADV-02137,2024-01-03,30.1,Grocery
T-ADV-005942,C-ADV-00363,2024-01-03,27.8,Fashion
T-ADV-013958,C-ADV-00832,2024-01-03,360.87,Fashion
T-ADV-001583,C-ADV-00094,2024-01-03,5.61,Health
T-ADV-003578,C-ADV-00219,2024-01-03,53.99,Home
T-ADV-002470,C-ADV-00150,2024-01-03,13.31,Tech
T-ADV-013475,C-ADV-00799,2024-01-03,38.81,Tech
T-ADV-003873,C-ADV-00237,2024-01-03,21.95,Fashion
T-ADV-022604,C-ADV-01352,2024-01-03,682.76,Grocery
T-ADV-009663,C-ADV-00583,2024-01-03,66.11,Home
T-ADV-019079,C-ADV-01137,2024-01-03,27.78,Grocery
T-ADV-050327,C-ADV-02964,2024-01-03,17.16,Fashion
T-ADV-043192,C-ADV-02542,2024-01-03,230.0,Home
T-ADV-036884,C-ADV-02167,2024-01-03,42.59,Grocery
T-ADV-027328,C-ADV-01611,2024-01-03,108.28,Home
T-ADV-020603,C-ADV-01224,2024-01-03,38.2,Fashion
T-ADV-020016,C-ADV-01189,2024-01-03,172.1,Tech
T-ADV-018908,C-ADV-01128,2024-01-03,73.55,Health
T-ADV-050383,C-ADV-02968,2024-01-03,57.99,Tech
T-ADV-025840,C-ADV-01529,2024-01-03,38.46,Health
T-ADV-047870,C-ADV-02825,2024-01-03,40.25,Fashion
T-ADV-043008,C-ADV-02530,2024-01-03,10.25,Home
T-ADV-024513,C-ADV-01455,2024-01-03,7.79,Fashion
T-ADV-048348,C-ADV-02853,2024-01-03,123.16,Home
T-ADV-016828,C-ADV-01000,2024-01-03,82.24,Home
T-ADV-006428,C-ADV-00392,2024-01-03,106.99,Tech
T-ADV-002723,C-ADV-00165,2024-01-03,108.32,Fashion
T-ADV-044386,C-ADV-02611,2024-01-04,110.64,Fashion
T-ADV-007916,C-ADV-00482,2024-01-04,45.09,Home
T-ADV-022388,C-ADV-01337,2024-01-04,23.81,Tech
T-ADV-003978,C-ADV-00241,2024-01-04,47.58,Tech
T-ADV-036064,C-ADV-02115,2024-01-04,49.07,Grocery
T-ADV-003491,C-ADV-00214,2024-01-04,105.1,Health
T-ADV-041983,C-ADV-02465,2024-01-04,42.31,Fashion
T-ADV-019423,C-ADV-01154,2024-01-04,35.26,Home
T-ADV-010462,C-ADV-00628,2024-01-04,46.18,Health
T-ADV-000979,C-ADV-00062,2024-01-04,136.57,Health
T-ADV-017246,C-ADV-01027,2024-01-04,2.34,Fashion
T-ADV-029615,C-ADV-01736,2024-01-04,94.59,Health
T-ADV-018142,C-ADV-01081,2024-01-04,67.21,Fashion
T-ADV-047283,C-ADV-02789,2024-01-04,9.29,Health
T-ADV-028109,C-ADV-01651,2024-01-04,72.3,Fashion
T-ADV-001561,C-ADV-00093,2024-01-04,74.11,Home
T-ADV-013339,C-ADV-00791,2024-01-04,100.24,Health
T-ADV-044049,C-ADV-02593,2024-01-04,140.96,Home
T-ADV-001559,C-ADV-00093,2024-01-04,95.58,Fashion
T-ADV-040078,C-ADV-02356,2024-01-04,52.87,Tech
T-ADV-021445,C-ADV-01275,2024-01-04,227.9,Tech
T-ADV-011627,C-ADV-00696,2024-01-04,17.88,Home
T-ADV-044204,C-ADV-02601,2024-01-04,98.41,Health
T-ADV-038273,C-ADV-02247,2024-01-04,43.75,Tech
T-ADV-013824,C-ADV-00822,2024-01-04,8.98,Grocery
T-ADV-036608,C-ADV-02149,2024-01-04,33.78,Fashion
T-ADV-018365,C-ADV-01094,2024-01-04,9.03,Health
T-ADV-015128,C-ADV-00898,2024-01-04,67.73,Health
T-ADV-036833,C-ADV-02163,2024-01-04,23.03,Fashion
T-ADV-042328,C-ADV-02490,2024-01-04,103.65,Grocery
T-ADV-020285,C-ADV-01205,2024-01-04,41.91,Fashion
T-ADV-033345,C-ADV-01962,2024-01-04,39.31,Grocery
T-ADV-049467,C-ADV-02914,2024-01-04,279.72,Grocery
T-ADV-005909,C-ADV-00361,2024-01-04,19.33,Tech
T-ADV-000327,C-ADV-00022,2024-01-04,77.07,Fashion
T-ADV-003558,C-ADV-00218,2024-01-04,67.6,Tech
T-ADV-022022,C-ADV-01314,2024-01-04,67.88,Tech
T-ADV-006217,C-ADV-00379,2024-01-04,33.28,Home
T-ADV-041224,C-ADV-02421,2024-01-04,24.63,Fashion
T-ADV-011344,C-ADV-00680,2024-01-04,86.35,Fashion
T-ADV-023866,C-ADV-01419,2024-01-04,67.85,Grocery
T-ADV-014544,C-ADV-00866,2024-01-04,514.52,Fashion
T-ADV-026069,C-ADV-01539,2024-01-04,53.24,Health
T-ADV-021523,C-ADV-01279,2024-01-04,106.75,Fashion
T-ADV-015036,C-ADV-00893,2024-01-04,178.35,Fashion
T-ADV-001989,C-ADV-00115,2024-01-04,51.82,Health
T-ADV-035945,C-ADV-02110,2024-01-04,18.83,Health
T-ADV-033366,C-ADV-01964,2024-01-04,130.21,Tech
T-ADV-038332,C-ADV-02250,2024-01-04,297.38,Tech
T-ADV-012113,C-ADV-00722,2024-01-04,25.42,Home
T-ADV-029805,C-ADV-01749,2024-01-04,17.35,Health
T-ADV-007704,C-ADV-00468,2024-01-04,72.13,Home
T-ADV-007478,C-ADV-00454,2024-01-04,18.29,Fashion
T-ADV-015820,C-ADV-00940,2024-01-04,346.64,Tech
T-ADV-007481,C-ADV-00455,2024-01-04,185.89,Health
T-ADV-046297,C-ADV-02732,2024-01-04,36.3,Home
T-ADV-029182,C-ADV-01710,2024-01-04,15.42,Health
T-ADV-009853,C-ADV-00593,2024-01-04,154.2,Home
T-ADV-014199,C-ADV-00847,2024-01-04,223.92,Tech
T-ADV-031208,C-ADV-01832,2024-01-04,15.5,Home
T-ADV-026509,C-ADV-01564,2024-01-04,128.9,Fashion
T-ADV-038080,C-ADV-02236,2024-01-04,114.4,Home
T-ADV-025819,C-ADV-01528,2024-01-04,34.18,Tech
T-ADV-039557,C-ADV-02320,2024-01-04,179.57,Fashion
T-ADV-044949,C-ADV-02648,2024-01-04,33.78,Home
T-ADV-019945,C-ADV-01184,2024-01-04,66.01,Health
T-ADV-014269,C-ADV-00851,2024-01-04,184.28,Health
T-ADV-015741,C-ADV-00936,2024-01-04,10.98,Grocery
T-ADV-014674,C-ADV-00872,2024-01-04,65.19,Fashion
T-ADV-012722,C-ADV-00761,2024-01-04,21.93,Home
T-ADV-038344,C-ADV-02250,2024-01-04,219.56,Home
T-ADV-016571,C-ADV-00988,2024-01-04,231.27,Tech
T-ADV-048481,C-ADV-02862,2024-01-04,10.71,Tech
T-ADV-027126,C-ADV-01600,2024-01-04,7.8,Fashion
T-ADV-028371,C-ADV-01667,2024-01-04,121.61,Health
T-ADV-049072,C-ADV-02895,2024-01-04,93.5,Health
T-ADV-034778,C-ADV-02044,2024-01-04,15.39,Fashion
T-ADV-012847,C-ADV-00767,2024-01-04,191.89,Home
T-ADV-014890,C-ADV-00883,2024-01-04,7.26,Tech
T-ADV-028556,C-ADV-01675,2024-01-04,116.46,Tech
T-ADV-008105,C-ADV-00492,2024-01-04,13.39,Grocery
T-ADV-003224,C-ADV-00197,2024-01-04,30.5,Home
T-ADV-022012,C-ADV-01313,2024-01-04,36.26,Health
T-ADV-025151,C-ADV-01492,2024-01-04,46.55,Grocery
T-ADV-014858,C-ADV-00881,2024-01-04,98.85,Health
T-ADV-022014,C-ADV-01313,2024-01-04,103.05,Fashion
T-ADV-048049,C-ADV-02833,2024-01-05,323.64,Fashion
T-ADV-013785,C-ADV-00820,2024-01-05,87.69,Health
T-ADV-050534,C-ADV-02975,2024-01-05,84.01,Fashion
T-ADV-000559,C-ADV-00037,2024-01-05,107.83,Tech
T-ADV-043376,C-ADV-02553,2024-01-05,75.85,Health
T-ADV-012950,C-ADV-00772,2024-01-05,79.64,Health
T-ADV-029378,C-ADV-01720,2024-01-05,699.01,Fashion
T-ADV-043006,C-ADV-02530,2024-01-05,7.9,Tech
T-ADV-049520,C-ADV-02917,2024-01-05,59.28,Health
T-ADV-009141,C-ADV-00551,2024-01-05,46.28,Grocery
T-ADV-014889,C-ADV-00883,2024-01-05,9.68,Home
T-ADV-034229,C-ADV-02014,2024-01-05,486.26,Grocery
T-ADV-008708,C-ADV-00526,2024-01-05,18.14,Home
T-ADV-039122,C-ADV-02298,2024-01-05,37.94,Grocery
T-ADV-022211,C-ADV-01326,2024-01-05,33.68,Grocery
T-ADV-003848,C-ADV-00234,2024-01-05,50.0,Home
T-ADV-035294,C-ADV-02075,2024-01-05,17.53,Grocery
T-ADV-010071,C-ADV-00605,2024-01-05,68.0,Tech
T-ADV-015265,C-ADV-00907,2024-01-05,32.27,Health
T-ADV-024915,C-ADV-01479,2024-01-05,40.24,Tech
T-ADV-042149,C-ADV-02477,2024-01-05,235.35,Grocery
T-ADV-036011,C-ADV-02112,2024-01-05,95.75,Grocery
T-ADV-036117,C-ADV-02117,2024-01-05,128.97,Grocery
T-ADV-046209,C-ADV-02726,2024-01-05,32.79,Home
T-ADV-011843,C-ADV-00706,2024-01-05,126.87,Tech
T-ADV-046210,C-ADV-02726,2024-01-05,34.96,Fashion
T-ADV-024784,C-ADV-01471,2024-01-05,333.31,Grocery
T-ADV-044575,C-ADV-02623,2024-01-05,204.09,Health
T-ADV-024137,C-ADV-01432,2024-01-05,60.65,Fashion
T-ADV-012465,C-ADV-00745,2024-01-05,63.1,Grocery
T-ADV-016876,C-ADV-01002,2024-01-05,33.59,Health
T-ADV-039658,C-ADV-02327,2024-01-05,35.15,Grocery
T-ADV-006898,C-ADV-00420,2024-01-05,20.28,Health
T-ADV-039150,C-ADV-02299,2024-01-05,9.2,Grocery
T-ADV-025973,C-ADV-01536,2024-01-05,16.85,Health
T-ADV-045692,C-ADV-02694,2024-01-05,175.33,Health
T-ADV-018895,C-ADV-01127,2024-01-05,279.14,Tech
T-ADV-003142,C-ADV-00192,2024-01-05,6.09,Grocery
T-ADV-008997,C-ADV-00542,2024-01-05,46.86,Fashion
T-ADV-013879,C-ADV-00827,2024-01-05,40.03,Health
T-ADV-009011,C-ADV-00543,2024-01-05,44.8,Health
T-ADV-047643,C-ADV-02811,2024-01-05,474.95,Home
T-ADV-027172,C-ADV-01603,2024-01-05,169.78,Home
T-ADV-002509,C-ADV-00152,2024-01-05,86.04,Health
T-ADV-031219,C-ADV-01832,2024-01-05,19.01,Health
T-ADV-006232,C-ADV-00380,2024-01-05,23.42,Grocery
T-ADV-008677,C-ADV-00524,2024-01-05,98.02,Grocery
T-ADV-009617,C-ADV-00579,2024-01-05,8.36,Fashion
T-ADV-019084,C-ADV-01137,2024-01-05,22.46,Health
T-ADV-030101,C-ADV-01768,2024-01-05,112.48,Home
T-ADV-050231,C-ADV-02958,2024-01-05,4.83,Health
T-ADV-026359,C-ADV-01556,2024-01-05,52.66,Fashion
T-ADV-022757,C-ADV-01359,2024-01-05,53.21,Home
T-ADV-042363,C-ADV-02492,2024-01-05,73.59,Health
T-ADV-004416,C-ADV-00267,2024-01-05,301.48,Tech
T-ADV-011294,C-ADV-00678,2024-01-05,25.75,Health
T-ADV-026365,C-ADV-01557,2024-01-05,86.55,Grocery
T-ADV-040165,C-ADV-02360,2024-01-05,234.43,Home
T-ADV-007936,C-ADV-00484,2024-01-05,142.94,Health
T-ADV-033300,C-ADV-01959,2024-01-05,285.05,Health
T-ADV-036547,C-ADV-02145,2024-01-05,5.49,Health
T-ADV-022449,C-ADV-01342,2024-01-05,64.34,Fashion
T-ADV-035589,C-ADV-02090,2024-01-05,37.16,Health
T-ADV-043613,C-ADV-02568,2024-01-05,34.53,Tech
T-ADV-019758,C-ADV-01172,2024-01-05,150.75,Fashion
T-ADV-045125,C-ADV-02659,2024-01-05,68.93,Fashion
T-ADV-004524,C-ADV-00274,2024-01-05,230.23,Home
T-ADV-046711,C-ADV-02755,2024-01-05,69.09,Home
T-ADV-000256,C-ADV-00019,2024-01-05,117.13,Health
T-ADV-033466,C-ADV-01970,2024-01-05,19.68,Home
T-ADV-015362,C-ADV-00914,2024-01-05,36.63,Fashion
T-ADV-010922,C-ADV-00659,2024-01-05,26.31,Fashion
T-ADV-047171,C-ADV-02783,2024-01-05,161.08,Fashion
T-ADV-012157,C-ADV-00724,2024-01-05,336.94,Grocery
T-ADV-038252,C-ADV-02246,2024-01-05,43.21,Health
T-ADV-013011,C-ADV-00776,2024-01-05,123.24,Fashion
T-ADV-012572,C-ADV-00752,2024-01-05,43.21,Home
T-ADV-036704,C-ADV-02155,2024-01-05,45.14,Health
T-ADV-033232,C-ADV-01956,2024-01-05,1010.14,Grocery
T-ADV-032322,C-ADV-01899,2024-01-05,28.96,Tech
T-ADV-026659,C-ADV-01572,2024-01-05,75.74,Home
T-ADV-013687,C-ADV-00813,2024-01-05,105.35,Grocery
T-ADV-011465,C-ADV-00687,2024-01-05,31.52,Grocery
T-ADV-022411,C-ADV-01338,2024-01-05,135.8,Fashion
T-ADV-034855,C-ADV-02049,2024-01-05,75.71,Fashion
T-ADV-018128,C-ADV-01080,2024-01-05,112.57,Tech
T-ADV-021419,C-ADV-01274,2024-01-05,27.12,Home
T-ADV-006294,C-ADV-00383,2024-01-05,14.16,Grocery
T-ADV-000849,C-ADV-00055,2024-01-05,24.3,Health
T-ADV-025189,C-ADV-01493,2024-01-05,368.59,Fashion
T-ADV-044704,C-ADV-02631,2024-01-05,11.1,Health
T-ADV-021163,C-ADV-01257,2024-01-05,29.96,Tech
T-ADV-037236,C-ADV-02189,2024-01-05,331.64,Home
T-ADV-000870,C-ADV-00056,2024-01-06,202.0,Tech
T-ADV-015488,C-ADV-00921,2024-01-06,17.56,Grocery
T-ADV-035490,C-ADV-02085,2024-01-06,32.5,Grocery
T-ADV-024672,C-ADV-01464,2024-01-06,124.46,Grocery
T-ADV-036186,C-ADV-02121,2024-01-06,70.16,Health
T-ADV-046232,C-ADV-02727,2024-01-06,168.88,Health
T-ADV-023106,C-ADV-01376,2024-01-06,607.18,Grocery
T-ADV-002193,C-ADV-00127,2024-01-06,10.39,Health
T-ADV-021562,C-ADV-01283,2024-01-06,38.77,Grocery
T-ADV-007781,C-ADV-00474,2024-01-06,75.81,Tech
T-ADV-007785,C-ADV-00474,2024-01-06,49.4,Health
T-ADV-047278,C-ADV-02789,2024-01-06,12.33,Fashion
T-ADV-036781,C-ADV-02159,2024-01-06,54.04,Home
T-ADV-012851,C-ADV-00767,2024-01-06,112.18,Grocery
T-ADV-041736,C-ADV-02451,2024-01-06,4.98,Home
T-ADV-031733,C-ADV-01866,2024-01-06,46.45,Health
T-ADV-022047,C-ADV-01315,2024-01-06,68.71,Fashion
T-ADV-039260,C-ADV-02306,2024-01-06,82.76,Grocery
T-ADV-015275,C-ADV-00908,2024-01-06,48.21,Tech
T-ADV-006762,C-ADV-00411,2024-01-06,34.26,Health
T-ADV-040805,C-ADV-02395,2024-01-06,288.57,Health
T-ADV-000280,C-ADV-00021,2024-01-06,99.12,Fashion
T-ADV-005546,C-ADV-00337,2024-01-06,68.89,Health
T-ADV-016787,C-ADV-00998,2024-01-06,9.15,Fashion
T-ADV-049448,C-ADV-02914,2024-01-06,224.42,Fashion
T-ADV-016480,C-ADV-00982,2024-01-06,65.24,Fashion
T-ADV-022600,C-ADV-01352,2024-01-06,501.79,Health
T-ADV-027416,C-ADV-01615,2024-01-06,352.23,Health
T-ADV-002792,C-ADV-00169,2024-01-06,107.53,Fashion
T-ADV-027369,C-ADV-01613,2024-01-06,44.09,Health
T-ADV-020521,C-ADV-01221,2024-01-06,88.05,Fashion
T-ADV-020523,C-ADV-01221,2024-01-06,78.01,Health
T-ADV-020525,C-ADV-01221,2024-01-06,103.74,Tech
T-ADV-049501,C-ADV-02916,2024-01-06,24.17,Grocery
T-ADV-047871,C-ADV-02825,2024-01-06,75.56,Home
T-ADV-046920,C-ADV-02768,2024-01-06,114.79,Grocery
T-ADV-050285,C-ADV-02961,2024-01-06,83.08,Fashion
T-ADV-032425,C-ADV-01905,2024-01-06,275.64,Grocery
